payment_id,payment_type,payment_date,amount,payment_status
4649,Credit Card,2021-12-21 04:39,652.79,Refunded
4650,Net Banking,2022-04-16 20:10,440.35,Completed
4651,UPI,2020-01-29 06:58,922.37,Failed
4652,UPI,2022-04-01 02:57,260.54,Completed
4653,Credit Card,2021-11-11 09:42,447.8,Failed
4654,Net Banking,2022-03-01 06:54,147.53,Refunded
4655,Net Banking,2022-11-12 03:37,665.58,Failed
4656,UPI,2023-07-16 18:43,133.96,Failed
4657,UPI,2020-11-02 03:31,270.43,Refunded
4658,Net Banking,2022-04-03 17:48,459.87,Refunded
4659,Debit Card,2023-03-18 22:33,611.03,Failed
4660,Debit Card,2020-10-04 19:54,982.85,Failed
4661,Net Banking,2023-06-15 03:49,278.6,Failed
4662,Credit Card,2020-07-21 23:22,321.29,Failed
4663,Credit Card,2021-04-11 01:35,521.6,Failed
4664,Debit Card,2023-02-14 18:52,413.08,Refunded
4665,Debit Card,2021-04-29 01:18,619.99,Completed
4666,Net Banking,2020-10-09 10:24,163.58,Refunded
4667,UPI,2022-05-16 23:09,652.69,Refunded
4668,Net Banking,2021-01-17 18:47,567.37,Failed
4669,Credit Card,2020-05-03 00:21,234.39,Failed
4670,UPI,2022-10-15 16:47,276,Refunded
4671,Credit Card,2023-02-19 00:56,914.78,Completed
4672,Net Banking,2023-08-27 11:54,926.79,Refunded
4673,UPI,2023-04-02 22:30,169.32,Completed
4674,Net Banking,2021-04-19 21:07,630.63,Completed
4675,Net Banking,2020-03-05 03:00,61.76,Completed
4676,Debit Card,2022-05-26 22:05,418.46,Failed
4677,Net Banking,2023-07-27 15:41,829.68,Refunded
4678,Net Banking,2020-06-03 16:10,291.9,Completed
4679,Credit Card,2020-01-14 18:38,56.49,Completed
4680,Net Banking,2022-03-14 00:49,362.06,Refunded
4681,UPI,2021-09-24 08:30,346.42,Failed
4682,Debit Card,2020-03-20 08:22,64.13,Failed
4683,UPI,2022-03-30 16:33,138.99,Refunded
4684,Net Banking,2021-09-02 14:28,863.57,Refunded
4685,Debit Card,2020-01-09 04:10,912.22,Failed
4686,Debit Card,2020-09-24 17:08,346.48,Refunded
4687,Net Banking,2021-02-08 03:27,65.93,Completed
4688,Debit Card,2020-08-11 13:55,417.55,Failed
4689,UPI,2022-03-29 08:38,573.85,Completed
4690,Credit Card,2022-07-05 19:19,68.53,Refunded
4691,Net Banking,2020-05-14 20:40,865.89,Failed
4692,Credit Card,2021-03-13 19:46,672.26,Failed
4693,Credit Card,2023-08-02 23:59,155.36,Completed
4694,Credit Card,2022-04-13 17:14,277.04,Completed
4695,Net Banking,2022-05-11 01:01,909.07,Failed
4696,Debit Card,2021-09-27 15:42,833.73,Refunded
4697,UPI,2022-04-27 20:33,345.05,Failed
4698,UPI,2020-05-04 22:14,848.89,Completed
4699,UPI,2022-10-19 11:37,889.88,Refunded
4700,UPI,2020-06-11 23:48,90.88,Failed
4701,Credit Card,2020-11-17 05:23,513.26,Refunded
4702,UPI,2021-01-28 06:08,719.88,Refunded
4703,Net Banking,2021-12-04 19:18,365.56,Refunded
4704,Net Banking,2021-10-10 11:00,568.14,Refunded
4705,Debit Card,2020-05-01 04:42,267.73,Completed
4706,UPI,2021-10-23 04:46,172.01,Refunded
4707,Debit Card,2021-04-12 12:03,59.24,Completed
4708,Net Banking,2021-07-14 00:00,731.25,Completed
4709,Debit Card,2023-07-08 13:23,966.54,Completed
4710,Net Banking,2022-07-26 15:28,707.86,Failed
4711,UPI,2021-04-10 23:59,235.62,Refunded
4712,Debit Card,2023-04-29 18:49,705.2,Failed
4713,Net Banking,2022-12-11 13:36,434.3,Failed
4714,UPI,2020-04-20 09:31,301.99,Failed
4715,Net Banking,2020-09-22 18:16,269.21,Refunded
4716,Net Banking,2021-07-15 03:10,914.38,Failed
4717,Debit Card,2022-11-10 03:02,218.98,Failed
4718,Credit Card,2023-02-26 00:14,797.14,Failed
4719,Net Banking,2023-07-09 05:36,898.91,Refunded
4720,Credit Card,2020-02-14 18:16,41.87,Refunded
4721,Net Banking,2023-02-18 19:58,298.66,Completed
4722,Debit Card,2023-03-31 11:31,574.22,Completed
4723,Net Banking,2023-07-26 17:26,267.08,Completed
4724,Debit Card,2022-10-26 17:30,135.38,Failed
4725,UPI,2023-05-22 05:28,475.14,Completed
4726,Debit Card,2021-08-05 05:39,520.56,Completed
4727,Credit Card,2021-12-02 19:10,646.82,Failed
4728,Credit Card,2022-01-10 15:23,769.35,Refunded
4729,UPI,2021-04-13 21:42,271.85,Failed
4730,Net Banking,2021-12-18 09:45,961.65,Refunded
4731,Debit Card,2021-04-01 02:17,293.95,Failed
4732,UPI,2020-04-24 07:53,719.55,Failed
4733,Credit Card,2022-11-18 13:10,774.45,Failed
4734,Debit Card,2020-05-25 01:57,940.59,Completed
4735,UPI,2023-06-03 23:54,651.98,Completed
4736,UPI,2022-07-10 13:34,544.48,Refunded
4737,UPI,2021-10-29 02:23,623.18,Refunded
4738,Net Banking,2021-03-04 05:28,996.85,Refunded
4739,Credit Card,2020-11-15 15:44,527.82,Completed
4740,Credit Card,2020-05-26 19:25,190.66,Failed
4741,Debit Card,2020-07-12 17:22,972.4,Refunded
4742,Credit Card,2021-10-16 15:43,263.47,Failed
4743,Debit Card,2022-08-09 07:10,639.29,Failed
4744,Credit Card,2022-09-25 10:10,67.66,Completed
4745,Net Banking,2020-02-21 21:10,625.5,Refunded
4746,Credit Card,2023-07-31 12:15,408.16,Completed
4747,Net Banking,2023-10-01 03:01,225.14,Failed
4748,Net Banking,2021-01-02 05:06,932.36,Refunded
4749,Debit Card,2020-09-23 03:08,433.14,Failed
4750,Debit Card,2020-01-07 09:51,958.2,Failed
4751,Credit Card,2021-06-06 09:28,741.32,Completed
4752,Net Banking,2022-11-17 10:15,625.3,Refunded
4753,Debit Card,2022-06-22 09:40,608.22,Refunded
4754,Net Banking,2022-10-10 08:58,666.92,Completed
4755,Debit Card,2023-06-24 22:38,593.03,Failed
4756,Debit Card,2022-03-07 02:42,570.06,Completed
4757,UPI,2022-01-11 16:19,284.34,Completed
4758,Debit Card,2022-11-04 11:37,915.34,Failed
4759,Debit Card,2022-12-15 10:02,173.92,Completed
4760,Credit Card,2020-07-25 12:03,425.22,Failed
4761,Credit Card,2021-10-08 11:11,607.24,Refunded
4762,UPI,2020-12-05 09:53,486.86,Failed
4763,Net Banking,2023-01-17 11:44,832.86,Failed
4764,Credit Card,2022-01-09 08:45,646.35,Refunded
4765,Debit Card,2021-01-30 08:42,961.57,Completed
4766,Net Banking,2023-03-21 09:08,941.37,Completed
4767,Credit Card,2023-09-24 03:33,221.03,Failed
4768,Net Banking,2021-11-05 08:47,897.78,Completed
4769,Net Banking,2020-07-13 10:33,860.78,Failed
4770,UPI,2023-07-15 15:46,60.08,Completed
4771,Credit Card,2020-02-11 00:58,788.04,Completed
4772,Net Banking,2022-12-18 05:43,429.91,Refunded
4773,UPI,2022-12-04 11:54,673.62,Failed
4774,Credit Card,2020-01-11 23:16,357.52,Refunded
4775,Debit Card,2021-10-28 02:46,235.03,Refunded
4776,Credit Card,2023-08-23 17:45,787.72,Completed
4777,Credit Card,2023-06-11 15:44,703.17,Failed
4778,Debit Card,2022-10-12 10:28,836.34,Failed
4779,Debit Card,2020-12-15 13:22,732.88,Failed
4780,Debit Card,2022-10-16 04:36,294.11,Failed
4781,Debit Card,2021-01-01 01:49,401.27,Refunded
4782,Net Banking,2021-10-11 15:30,202.49,Completed
4783,UPI,2020-11-30 09:34,671.65,Completed
4784,Net Banking,2020-10-01 22:12,860.65,Completed
4785,Net Banking,2021-10-27 16:45,451.61,Completed
4786,Credit Card,2021-09-27 17:52,862.5,Failed
4787,UPI,2023-09-01 07:38,612.62,Completed
4788,Net Banking,2023-09-13 17:44,277.46,Refunded
4789,Net Banking,2020-12-26 23:08,636.66,Refunded
4790,Debit Card,2023-02-06 05:05,285.17,Refunded
4791,Debit Card,2022-10-06 12:49,452.29,Refunded
4792,Credit Card,2021-12-27 05:16,455.96,Completed
4793,Net Banking,2022-12-17 16:28,338.1,Refunded
4794,Net Banking,2020-04-30 22:39,327.29,Completed
4795,Debit Card,2021-12-16 16:08,97.79,Completed
4796,Credit Card,2021-01-27 19:32,98.75,Refunded
4797,Net Banking,2022-07-16 02:48,139.27,Completed
4798,Net Banking,2021-12-28 06:14,583.26,Failed
4799,UPI,2022-02-03 02:25,420.11,Completed
4800,Net Banking,2022-04-04 12:47,730.92,Refunded
4801,Net Banking,2020-01-20 16:09,968.94,Refunded
4802,UPI,2020-04-21 04:40,719.22,Completed
4803,UPI,2020-01-04 07:05,771.01,Completed
4804,Debit Card,2022-03-14 04:22,657.51,Failed
4805,Net Banking,2022-02-14 14:48,697.44,Failed
4806,UPI,2022-05-08 14:35,845.72,Failed
4807,UPI,2022-07-26 02:13,883.58,Refunded
4808,Debit Card,2023-04-19 18:32,646.46,Failed
4809,UPI,2020-06-20 14:10,766.87,Failed
4810,Credit Card,2022-06-06 03:59,524.46,Refunded
4811,Credit Card,2020-11-07 02:17,248.89,Completed
4812,UPI,2022-05-22 05:54,763.15,Completed
4813,Credit Card,2021-09-28 02:35,705.94,Refunded
4814,Credit Card,2022-05-06 10:14,839.48,Failed
4815,UPI,2021-03-27 16:39,851.27,Failed
4816,Debit Card,2020-01-26 16:16,328.76,Failed
4817,Debit Card,2023-01-17 09:31,600.45,Failed
4818,Credit Card,2023-07-24 08:44,892.05,Failed
4819,Debit Card,2023-03-31 12:18,210.37,Refunded
4820,Net Banking,2020-08-16 13:09,358.1,Completed
4821,Net Banking,2020-08-16 07:29,860.03,Completed
4822,Net Banking,2022-03-26 06:11,130.54,Refunded
4823,Credit Card,2021-03-27 15:09,439.13,Failed
4824,Credit Card,2021-11-10 23:59,580.42,Failed
4825,Credit Card,2020-09-01 12:40,465.52,Refunded
4826,Net Banking,2022-06-26 21:42,612.69,Refunded
4827,Debit Card,2020-07-31 20:12,598.48,Failed
4828,Net Banking,2022-06-26 21:51,41.96,Refunded
4829,Net Banking,2020-04-09 15:49,554.01,Failed
4830,Net Banking,2020-05-21 12:00,864.37,Completed
4831,Debit Card,2020-02-07 03:42,517.98,Failed
4832,UPI,2022-08-18 11:56,457.8,Refunded
4833,Debit Card,2021-06-08 03:12,779.91,Failed
4834,UPI,2023-06-27 00:19,409.24,Refunded
4835,Net Banking,2023-01-06 23:52,689.69,Completed
4836,Net Banking,2021-06-03 23:25,921.39,Completed
4837,Debit Card,2020-01-26 20:54,873.98,Completed
4838,Net Banking,2020-05-12 00:38,900.39,Failed
4839,Net Banking,2021-11-12 10:13,594.51,Failed
4840,Credit Card,2020-08-24 01:20,814.29,Completed
4841,Debit Card,2022-02-26 21:15,457.8,Completed
4842,Credit Card,2020-05-14 10:37,836.94,Failed
4843,Net Banking,2022-12-04 01:34,967.39,Failed
4844,Credit Card,2023-01-02 15:09,167.79,Refunded
4845,Debit Card,2021-08-24 00:11,754.82,Failed
4846,UPI,2023-06-01 11:41,646.13,Completed
4847,Debit Card,2022-07-09 23:37,88.93,Failed
4848,Credit Card,2023-03-09 06:01,285.77,Refunded
4849,Debit Card,2023-09-21 02:43,812.14,Completed
4850,Credit Card,2022-02-04 14:23,907.26,Failed
4851,Debit Card,2022-08-18 01:03,983.56,Completed
4852,Debit Card,2020-08-29 08:28,883.17,Refunded
4853,Credit Card,2022-01-16 10:12,115.15,Refunded
4854,Credit Card,2021-05-09 04:02,387.4,Refunded
4855,Credit Card,2020-02-23 03:38,283.01,Failed
4856,Credit Card,2021-09-14 18:49,437.89,Failed
4857,UPI,2023-05-10 10:43,269.1,Failed
4858,Credit Card,2021-11-03 17:41,107.26,Completed
4859,UPI,2020-11-14 15:11,499.57,Refunded
4860,Credit Card,2023-07-05 08:41,977.26,Refunded
4861,Debit Card,2022-06-07 10:32,791.71,Refunded
4862,Credit Card,2020-02-13 00:04,627.39,Failed
4863,Credit Card,2023-08-04 14:48,428.52,Refunded
4864,Credit Card,2021-08-19 04:16,315.22,Completed
4865,Net Banking,2023-08-01 18:53,432.37,Refunded
4866,Net Banking,2020-07-15 13:04,111.8,Failed
4867,Debit Card,2023-06-01 22:45,285.52,Completed
4868,Net Banking,2022-08-18 06:26,59.65,Completed
4869,UPI,2022-11-28 01:15,746.6,Failed
4870,Debit Card,2021-07-27 12:06,998.94,Completed
4871,UPI,2023-06-30 05:23,651.06,Failed
4872,UPI,2022-09-18 07:22,184.87,Completed
4873,Credit Card,2021-04-17 15:57,68.13,Completed
4874,UPI,2020-05-12 20:36,748.95,Refunded
4875,Net Banking,2020-07-08 08:39,452.85,Refunded
4876,Net Banking,2020-12-30 14:57,775.44,Refunded
4877,UPI,2023-06-04 09:53,310.71,Failed
4878,Net Banking,2021-06-24 22:42,648.82,Completed
4879,UPI,2023-04-22 17:29,965.61,Failed
4880,Debit Card,2021-01-05 10:48,995.45,Completed
4881,Credit Card,2020-06-18 17:03,19.92,Failed
4882,Debit Card,2021-03-10 11:49,269.73,Refunded
4883,Debit Card,2020-10-23 16:00,448.64,Failed
4884,Net Banking,2020-04-22 05:15,536.19,Refunded
4885,UPI,2020-12-04 21:27,428.42,Completed
4886,Debit Card,2023-06-17 21:09,662.13,Failed
4887,UPI,2021-06-24 02:09,206.52,Failed
4888,UPI,2023-01-07 22:24,789.96,Completed
4889,Debit Card,2022-12-06 22:46,637.25,Completed
4890,Credit Card,2021-10-03 02:01,651.47,Failed
4891,Net Banking,2022-04-10 05:26,606,Completed
4892,UPI,2020-07-29 22:27,218.61,Refunded
4893,UPI,2022-01-24 15:38,807.92,Completed
4894,Debit Card,2021-02-23 03:18,475.85,Completed
4895,Debit Card,2023-06-02 12:53,500.02,Completed
4896,Net Banking,2021-10-16 09:03,898.26,Failed
4897,Debit Card,2021-03-27 22:42,155.74,Completed
4898,UPI,2020-10-23 17:16,105.04,Completed
4899,UPI,2022-09-15 04:00,793.69,Failed
4900,UPI,2022-06-14 14:37,174.12,Completed
4901,Net Banking,2021-02-08 23:22,887.61,Failed
4902,Credit Card,2020-01-26 07:30,426.11,Failed
4903,UPI,2021-10-29 05:01,723.23,Completed
4904,UPI,2022-11-27 14:20,178.98,Failed
4905,Credit Card,2022-09-01 05:37,859.34,Refunded
4906,Debit Card,2022-11-29 10:15,385.25,Failed
4907,UPI,2022-12-04 11:19,446.28,Completed
4908,Debit Card,2022-07-14 17:43,33.07,Failed
4909,Debit Card,2023-07-14 14:01,643.4,Refunded
4910,Net Banking,2021-03-21 05:40,386.72,Refunded
4911,Credit Card,2022-01-22 08:11,358.54,Completed
4912,Debit Card,2022-05-06 06:50,152.17,Completed
4913,Credit Card,2022-04-17 10:14,993.68,Failed
4914,Credit Card,2020-05-10 15:02,93.51,Completed
4915,Debit Card,2023-07-26 05:44,941.71,Refunded
4916,Credit Card,2021-03-16 14:20,837.19,Completed
4917,UPI,2022-06-27 13:37,482.03,Failed
4918,Net Banking,2023-01-20 19:34,514.23,Refunded
4919,Net Banking,2021-03-09 07:44,738.75,Completed
4920,Debit Card,2022-06-19 11:30,987.72,Refunded
4921,Net Banking,2020-01-17 23:06,529.76,Refunded
4922,UPI,2021-05-23 00:47,510.82,Refunded
4923,Credit Card,2020-12-26 17:52,707.41,Refunded
4924,Debit Card,2023-09-11 11:46,870.19,Failed
4925,UPI,2022-07-16 06:59,691.05,Failed
4926,Debit Card,2023-08-14 18:18,491.85,Failed
4927,UPI,2021-08-13 13:34,338.85,Completed
4928,UPI,2022-02-24 20:55,163.14,Completed
4929,Debit Card,2020-01-25 23:11,546.24,Refunded
4930,Debit Card,2021-07-28 22:49,773.89,Failed
4931,UPI,2020-09-26 18:53,592.21,Refunded
4932,Net Banking,2020-09-06 02:08,217.6,Completed
4933,Net Banking,2020-06-02 21:06,563.41,Failed
4934,Credit Card,2022-06-04 07:54,574.6,Refunded
4935,Debit Card,2023-05-24 19:18,602.84,Failed
4936,Credit Card,2020-03-16 04:54,951.66,Refunded
4937,Debit Card,2022-11-28 03:51,723.24,Refunded
4938,Debit Card,2020-05-24 10:39,387.32,Refunded
4939,Net Banking,2020-01-31 14:11,313.07,Completed
4940,Net Banking,2022-11-04 15:12,379.52,Failed
4941,Credit Card,2020-04-27 03:06,253.01,Refunded
4942,Debit Card,2023-07-22 01:15,22.34,Failed
4943,UPI,2023-08-26 02:26,953.93,Failed
4944,Debit Card,2021-10-09 18:10,630.28,Refunded
4945,Net Banking,2023-06-10 05:48,307.08,Completed
4946,Debit Card,2021-10-15 13:49,176.43,Refunded
4947,Credit Card,2023-01-28 05:12,890.69,Refunded
4948,Net Banking,2020-03-04 17:17,530.03,Completed
4949,Credit Card,2022-07-31 16:30,108.47,Refunded
4950,Debit Card,2021-02-22 17:22,706.95,Completed
4951,Debit Card,2022-04-27 11:37,516.23,Refunded
4952,UPI,2023-02-17 06:13,665.72,Failed
4953,UPI,2021-07-11 04:57,217.33,Failed
4954,Debit Card,2020-08-19 10:14,842.01,Completed
4955,Net Banking,2022-10-09 16:48,993.64,Failed
4956,Debit Card,2023-02-18 15:44,783.53,Completed
4957,Credit Card,2023-04-17 06:42,85.16,Refunded
4958,Credit Card,2021-09-15 15:46,240.61,Failed
4959,Debit Card,2020-04-05 14:08,773.43,Failed
4960,Net Banking,2021-11-05 01:23,958.97,Failed
4961,UPI,2020-12-27 03:34,126.07,Completed
4962,Credit Card,2020-05-14 03:52,812.63,Refunded
4963,Net Banking,2021-07-25 22:35,468.03,Refunded
4964,Credit Card,2021-04-12 22:08,113.75,Completed
4965,Net Banking,2021-12-31 17:18,622.93,Failed
4966,UPI,2022-03-04 02:58,17.3,Completed
4967,Debit Card,2021-03-11 09:27,115.82,Completed
4968,Net Banking,2022-12-16 03:04,122.19,Completed
4969,UPI,2020-12-29 15:22,706.22,Completed
4970,Net Banking,2021-10-06 23:27,530.62,Refunded
4971,Credit Card,2020-06-11 16:46,537.73,Refunded
4972,Debit Card,2020-02-19 15:50,420.36,Completed
4973,UPI,2020-08-26 00:16,387.24,Completed
4974,Net Banking,2020-12-08 15:43,878.05,Completed
4975,Credit Card,2020-01-20 03:17,579.05,Completed
4976,Credit Card,2020-03-28 11:25,28.42,Completed
4977,Net Banking,2023-05-17 09:22,662.22,Completed
4978,UPI,2020-05-11 06:29,233.25,Refunded
4979,Debit Card,2020-11-15 18:56,203.02,Refunded
4980,Credit Card,2020-06-02 00:32,223.18,Failed
4981,Credit Card,2020-12-27 13:45,39.6,Refunded
4982,Credit Card,2023-05-07 01:30,318.62,Completed
4983,UPI,2022-03-05 11:55,619.97,Completed
4984,Debit Card,2022-04-05 23:49,45.5,Failed
4985,Net Banking,2020-10-19 09:15,895.54,Completed
4986,Credit Card,2023-07-19 23:13,745.56,Failed
4987,Credit Card,2023-03-16 12:23,956.37,Completed
4988,Net Banking,2021-02-23 05:41,693,Failed
4989,Debit Card,2021-05-08 03:11,960.99,Failed
4990,Credit Card,2020-08-17 21:11,955.17,Refunded
4991,Debit Card,2022-05-12 13:51,140.73,Completed
4992,Credit Card,2021-10-01 17:11,844.65,Refunded
4993,UPI,2022-02-12 21:49,938.98,Failed
4994,Debit Card,2020-03-13 15:58,879.7,Failed
4995,Credit Card,2021-11-23 05:48,109.49,Completed
4996,Debit Card,2020-03-01 09:41,595.77,Failed
4997,Debit Card,2020-04-22 14:50,866.3,Refunded
4998,Debit Card,2021-08-23 21:54,975.71,Failed
4999,UPI,2020-07-10 22:05,641.35,Completed
5000,UPI,2023-03-07 16:25,635.45,Failed
5001,Net Banking,2021-11-22 10:33,246.47,Refunded
5002,Credit Card,2021-03-31 01:28,797.4,Completed
5003,UPI,2022-09-11 07:44,285.17,Completed
5004,Credit Card,2023-04-19 20:52,326.88,Refunded
5005,Credit Card,2020-01-24 10:51,37.39,Refunded
5006,UPI,2020-07-27 10:42,397.93,Refunded
5007,Net Banking,2022-09-26 05:08,366.97,Completed
5008,UPI,2022-05-31 21:39,524.32,Refunded
5009,Credit Card,2021-07-02 19:25,397.42,Completed
5010,Credit Card,2021-04-06 21:29,581.77,Refunded
5011,UPI,2022-01-08 14:19,515.76,Refunded
5012,UPI,2022-03-06 07:08,861.74,Failed
5013,Debit Card,2020-04-30 11:20,106.7,Completed
5014,Credit Card,2020-10-14 23:04,221.47,Completed
5015,Credit Card,2022-02-07 23:06,977.76,Completed
5016,Credit Card,2022-04-11 00:00,746.69,Refunded
5017,Credit Card,2022-09-23 21:05,767.98,Completed
5018,Net Banking,2021-12-04 22:57,128.78,Refunded
5019,Debit Card,2022-03-09 08:17,816.61,Failed
5020,Net Banking,2023-07-22 18:13,360.78,Completed
5021,UPI,2022-04-01 05:42,103.2,Failed
5022,Debit Card,2023-09-17 12:37,153.91,Refunded
5023,UPI,2021-02-05 14:59,736.03,Refunded
5024,Net Banking,2021-12-09 05:37,430.73,Refunded
5025,Net Banking,2020-12-03 05:02,20.06,Completed
5026,UPI,2023-02-12 17:02,979.29,Completed
5027,Credit Card,2021-04-10 15:35,389.62,Refunded
5028,UPI,2021-04-10 18:37,291.46,Failed
5029,UPI,2020-06-30 08:50,260,Completed
5030,Net Banking,2020-08-23 09:09,689.37,Refunded
5031,Net Banking,2021-08-28 03:57,343.74,Completed
5032,UPI,2022-01-14 16:24,584.66,Failed
5033,Credit Card,2023-02-20 01:51,961.33,Completed
5034,Debit Card,2023-07-10 10:32,621.04,Completed
5035,Net Banking,2023-04-08 03:19,356.59,Failed
5036,Debit Card,2021-10-07 07:27,430.48,Failed
5037,Debit Card,2022-07-08 08:11,691.05,Refunded
5038,UPI,2021-02-20 04:01,418.7,Completed
5039,Credit Card,2023-06-03 03:53,34.56,Refunded
5040,Debit Card,2021-06-18 19:31,330.17,Refunded
5041,Credit Card,2021-06-24 17:58,712.67,Refunded
5042,UPI,2022-06-24 14:58,50.79,Completed
5043,Net Banking,2020-01-13 09:01,445.29,Completed
5044,Net Banking,2020-05-01 16:47,786.51,Completed
5045,Debit Card,2020-12-21 07:34,369.38,Failed
5046,UPI,2021-02-18 20:22,664.13,Completed
5047,Debit Card,2021-06-05 13:33,745.57,Failed
5048,Net Banking,2021-01-16 22:59,994.02,Refunded
5049,Credit Card,2023-03-25 02:43,352.96,Completed
5050,Net Banking,2022-01-27 05:26,273.24,Completed
5051,Credit Card,2022-03-06 06:55,254.85,Failed
5052,Credit Card,2021-12-19 02:36,773.65,Failed
5053,Debit Card,2023-02-07 23:40,122.48,Completed
5054,Debit Card,2021-03-08 21:09,757.59,Refunded
5055,Net Banking,2023-06-20 19:22,634.28,Completed
5056,Credit Card,2023-01-17 20:06,172,Refunded
5057,Net Banking,2023-08-27 12:02,664.35,Failed
5058,Net Banking,2020-08-11 13:42,145.25,Completed
5059,Net Banking,2021-08-06 00:33,392.6,Refunded
5060,Net Banking,2022-09-09 18:55,382.26,Failed
5061,UPI,2022-02-22 10:05,177.88,Completed
5062,UPI,2021-12-23 03:43,67.39,Refunded
5063,Credit Card,2023-08-21 01:59,868.26,Failed
5064,Debit Card,2023-03-20 07:33,584.55,Completed
5065,UPI,2022-08-17 01:25,883.96,Refunded
5066,Debit Card,2022-11-19 09:32,437.61,Completed
5067,Debit Card,2022-12-02 00:50,350.91,Failed
5068,Credit Card,2021-05-28 03:33,246.03,Refunded
5069,Debit Card,2021-10-22 12:06,686.64,Completed
5070,Credit Card,2021-05-19 22:07,193.8,Refunded
5071,Net Banking,2021-11-21 13:09,834.55,Completed
5072,Credit Card,2023-02-26 17:04,793.74,Refunded
5073,Credit Card,2021-12-15 19:00,193.82,Completed
5074,Credit Card,2021-11-24 21:39,202.81,Failed
5075,Net Banking,2021-03-25 04:11,890.66,Refunded
5076,Debit Card,2020-04-18 17:11,234.73,Refunded
5077,UPI,2020-02-08 07:36,113.56,Failed
5078,Net Banking,2022-08-08 14:29,793.83,Refunded
5079,Debit Card,2020-05-13 12:01,585.86,Refunded
5080,Credit Card,2020-02-05 12:58,335.1,Failed
5081,Credit Card,2023-03-31 13:03,463.62,Refunded
5082,UPI,2022-09-20 12:02,300.31,Failed
5083,UPI,2021-07-22 07:30,34.25,Failed
5084,Credit Card,2021-09-25 22:39,254.76,Failed
5085,Net Banking,2022-08-22 09:04,215.19,Refunded
5086,UPI,2021-05-18 13:11,125.28,Refunded
5087,UPI,2022-02-02 09:14,419.02,Failed
5088,UPI,2023-05-12 17:11,915.55,Refunded
5089,Debit Card,2023-02-27 13:33,383.36,Refunded
5090,Net Banking,2021-04-09 14:18,172.42,Failed
5091,Debit Card,2020-12-08 17:40,963.66,Completed
5092,Net Banking,2020-03-28 18:53,198.75,Refunded
5093,Credit Card,2023-03-15 09:53,670.11,Completed
5094,UPI,2022-04-17 22:27,411.44,Failed
5095,Credit Card,2021-06-27 08:49,72.26,Completed
5096,UPI,2021-01-26 23:09,30.85,Failed
5097,Net Banking,2022-11-27 05:57,655.36,Completed
5098,Debit Card,2023-03-28 05:32,782.37,Failed
5099,Net Banking,2023-01-25 12:42,94.99,Refunded
5100,Net Banking,2020-03-09 03:18,933.28,Refunded
5101,Credit Card,2023-04-09 08:04,112.24,Completed
5102,Debit Card,2021-07-02 15:44,194.22,Completed
5103,Net Banking,2021-05-07 16:28,447.02,Refunded
5104,Debit Card,2022-08-05 03:23,256.89,Completed
5105,Credit Card,2021-03-22 07:49,970.29,Refunded
5106,UPI,2021-01-29 20:10,294.37,Completed
5107,UPI,2022-09-13 14:46,718.59,Failed
5108,Debit Card,2022-04-27 09:31,133.09,Completed
5109,UPI,2022-08-02 04:50,387.93,Completed
5110,Credit Card,2022-06-30 18:04,212.92,Failed
5111,Net Banking,2021-04-13 13:38,735.66,Failed
5112,Credit Card,2021-07-28 06:56,826.57,Failed
5113,UPI,2022-05-05 01:17,872.11,Failed
5114,Debit Card,2020-05-11 04:55,655.39,Failed
5115,UPI,2023-04-28 02:46,184.36,Failed
5116,Debit Card,2022-08-27 14:30,640.72,Completed
5117,Credit Card,2023-01-22 16:58,869.5,Refunded
5118,UPI,2021-04-02 04:40,553.33,Completed
5119,Credit Card,2021-09-02 09:15,551.54,Failed
5120,Net Banking,2022-11-04 00:05,738.44,Completed
5121,Net Banking,2022-02-03 09:01,902.95,Completed
5122,Credit Card,2021-06-25 13:51,898.09,Refunded
5123,Credit Card,2020-09-22 14:38,288.49,Failed
5124,Debit Card,2023-02-12 17:07,531.59,Completed
5125,Net Banking,2020-05-14 00:52,472.62,Failed
5126,Net Banking,2020-03-10 09:01,928.23,Refunded
5127,Net Banking,2021-03-21 20:31,766.46,Failed
5128,Debit Card,2020-06-09 19:03,269.29,Completed
5129,Credit Card,2022-11-23 20:59,94.53,Failed
5130,Debit Card,2020-11-06 08:25,593.58,Completed
5131,Credit Card,2021-09-17 19:34,345.97,Refunded
5132,Debit Card,2020-01-07 07:47,778.47,Refunded
5133,Debit Card,2021-07-21 17:48,572.01,Refunded
5134,Credit Card,2022-04-02 07:09,293.37,Failed
5135,UPI,2023-04-04 23:22,193.07,Failed
5136,Debit Card,2023-02-22 00:08,693.53,Failed
5137,Credit Card,2021-02-20 08:28,879.01,Refunded
5138,Net Banking,2023-08-22 04:40,140.18,Refunded
5139,Debit Card,2023-07-25 19:35,492.51,Refunded
5140,Credit Card,2023-02-17 19:39,84.44,Failed
5141,Debit Card,2023-09-11 22:51,583.84,Failed
5142,Debit Card,2020-03-10 19:42,933.2,Completed
5143,Debit Card,2022-03-25 17:26,491.82,Failed
5144,Credit Card,2023-08-27 23:22,246.14,Refunded
5145,UPI,2020-05-28 12:06,914.73,Failed
5146,Net Banking,2022-04-06 00:18,23.21,Refunded
5147,Net Banking,2021-09-26 16:05,601.87,Completed
5148,Net Banking,2020-11-23 17:40,419.5,Refunded
5149,UPI,2022-12-22 04:59,513.72,Completed
