shipping_id,shipping_date,delivery_date,shipping_status
2219,2022-05-02 03:47,2022-05-09 03:39,Shipped
2220,2021-02-04 23:02,2021-02-09 13:38,Returned
2221,2020-11-10 21:32,2020-11-16 07:13,Not Shipped
2222,2021-06-14 10:58,2021-06-18 02:01,Shipped
2223,2021-08-02 11:47,2021-08-04 10:18,Returned
2224,2020-01-14 23:16,2020-01-20 20:30,Returned
2225,2022-12-18 02:58,2022-12-26 17:47,Not Shipped
2226,2020-02-05 19:56,2020-02-07 03:06,Not Shipped
2227,2022-02-25 14:24,2022-03-06 12:59,Not Shipped
2228,2020-05-17 06:33,2020-05-20 16:10,Not Shipped
2229,2023-07-29 18:02,2023-08-02 18:02,Returned
2230,2020-11-01 15:48,2020-11-02 07:16,Returned
2231,2021-05-20 08:33,2021-05-22 15:57,Not Shipped
2232,2022-08-12 02:27,2022-08-16 23:24,Returned
2233,2023-02-01 05:45,2023-02-02 13:13,Returned
2234,2020-09-18 15:00,2020-09-21 19:38,Not Shipped
2235,2022-11-09 16:52,2022-11-16 12:32,Not Shipped
2236,2020-09-13 15:15,2020-09-16 11:13,Not Shipped
2237,2020-11-24 04:59,2020-11-28 15:30,Not Shipped
2238,2020-03-15 12:00,2020-03-16 09:48,Shipped
2239,2020-07-14 09:31,2020-07-24 05:56,Not Shipped
2240,2020-01-17 15:05,2020-01-20 08:02,Shipped
2241,2023-08-24 06:20,2023-08-30 08:57,Returned
2242,2020-09-13 19:17,2020-09-15 16:40,Not Shipped
2243,2022-02-19 09:06,2022-02-27 06:39,Returned
2244,2020-07-31 16:39,2020-08-07 00:33,Returned
2245,2021-06-10 11:43,2021-06-18 06:42,Returned
2246,2023-06-19 06:57,2023-06-25 04:54,Shipped
2247,2023-06-27 07:09,2023-07-01 11:18,Shipped
2248,2023-08-10 00:25,2023-08-15 21:21,Returned
2249,2022-02-08 16:42,2022-02-13 13:20,Shipped
2250,2020-03-19 08:30,2020-03-28 05:37,Returned
2251,2022-09-10 13:27,2022-09-20 12:31,Not Shipped
2252,2022-07-01 12:06,2022-07-06 15:44,Returned
2253,2020-01-08 21:12,2020-01-16 08:52,Returned
2254,2021-01-02 00:55,2021-01-08 14:13,Not Shipped
2255,2021-05-24 02:43,2021-05-31 00:53,Not Shipped
2256,2022-12-21 05:38,2022-12-22 11:58,Shipped
2257,2020-05-19 21:59,2020-05-20 23:11,Shipped
2258,2021-01-18 06:32,2021-01-20 13:39,Returned
2259,2023-07-04 05:33,2023-07-05 09:10,Shipped
2260,2023-05-29 13:13,2023-06-05 23:06,Returned
2261,2020-12-01 13:54,2020-12-04 22:48,Not Shipped
2262,2020-01-10 10:13,2020-01-17 05:57,Shipped
2263,2021-09-06 12:49,2021-09-14 06:37,Returned
2264,2020-01-12 18:33,2020-01-14 10:54,Shipped
2265,2021-05-03 11:18,2021-05-10 02:12,Not Shipped
2266,2021-12-18 04:49,2021-12-21 00:05,Shipped
2267,2022-09-02 04:46,2022-09-09 17:12,Not Shipped
2268,2021-01-11 23:01,2021-01-18 03:19,Not Shipped
2269,2023-05-04 01:39,2023-05-08 06:29,Shipped
2270,2020-04-29 04:08,2020-05-07 17:17,Shipped
2271,2021-04-05 04:10,2021-04-08 11:07,Shipped
2272,2022-09-13 17:44,2022-09-19 15:47,Not Shipped
2273,2021-05-06 18:32,2021-05-10 23:06,Not Shipped
2274,2022-09-19 11:45,2022-09-23 05:25,Not Shipped
2275,2022-02-17 05:30,2022-02-19 03:18,Returned
2276,2022-02-05 08:55,2022-02-06 16:16,Not Shipped
2277,2021-09-04 16:15,2021-09-09 13:47,Not Shipped
2278,2022-02-15 23:32,2022-02-24 12:23,Shipped
2279,2021-09-16 22:44,2021-09-20 22:28,Returned
2280,2020-06-29 16:40,2020-06-30 03:02,Returned
2281,2022-05-02 08:36,2022-05-11 03:24,Not Shipped
2282,2023-01-08 17:57,2023-01-14 20:42,Returned
2283,2022-01-22 16:20,2022-01-24 10:42,Not Shipped
2284,2023-08-06 09:47,2023-08-16 04:02,Returned
2285,2020-02-15 22:48,2020-02-22 15:59,Not Shipped
2286,2020-04-05 20:49,2020-04-06 02:51,Not Shipped
2287,2021-11-16 04:31,2021-11-26 13:04,Shipped
2288,2023-02-13 02:02,2023-02-23 20:20,Shipped
2289,2023-07-11 20:37,2023-07-20 08:11,Returned
2290,2022-06-08 02:54,2022-06-15 05:26,Not Shipped
2291,2020-04-30 03:07,2020-05-10 11:55,Returned
2292,2022-02-08 23:36,2022-02-11 04:43,Returned
2293,2023-03-11 03:32,2023-03-20 02:12,Returned
2294,2021-08-14 15:22,2021-08-24 19:26,Returned
2295,2022-01-17 09:46,2022-01-24 06:36,Not Shipped
2296,2022-04-27 23:21,2022-05-01 17:23,Shipped
2297,2020-12-20 08:47,2020-12-25 17:56,Returned
2298,2023-01-12 13:23,2023-01-13 21:13,Returned
2299,2021-10-19 20:04,2021-10-28 06:42,Returned
2300,2023-08-12 08:15,2023-08-16 20:47,Not Shipped
2301,2022-04-27 18:59,2022-05-04 23:11,Shipped
2302,2023-07-30 17:46,2023-07-31 03:17,Shipped
2303,2022-11-13 14:52,2022-11-17 10:12,Shipped
2304,2021-09-16 02:36,2021-09-20 16:10,Returned
2305,2023-02-14 03:11,2023-02-18 11:06,Returned
2306,2021-03-05 18:32,2021-03-10 04:22,Returned
2307,2022-12-12 00:42,2022-12-16 22:26,Not Shipped
2308,2021-04-02 22:04,2021-04-10 00:29,Shipped
2309,2020-12-13 10:58,2020-12-19 19:51,Returned
2310,2023-02-19 20:56,2023-02-24 23:01,Returned
2311,2021-12-29 06:27,2022-01-03 14:11,Returned
2312,2021-05-06 19:28,2021-05-08 04:13,Not Shipped
2313,2021-03-21 03:14,2021-03-29 14:47,Shipped
2314,2021-01-15 23:25,2021-01-16 03:52,Not Shipped
2315,2023-08-20 06:53,2023-08-29 02:08,Returned
2316,2022-11-14 22:20,2022-11-16 12:39,Not Shipped
2317,2020-03-19 08:54,2020-03-28 18:05,Returned
2318,2023-02-03 09:18,2023-02-08 21:14,Not Shipped
2319,2023-01-07 23:31,2023-01-11 07:04,Not Shipped
2320,2023-07-04 07:29,2023-07-06 11:46,Not Shipped
2321,2021-01-25 02:22,2021-01-28 01:00,Returned
2322,2021-05-16 12:21,2021-05-18 19:54,Returned
2323,2020-05-20 21:42,2020-05-21 04:53,Returned
2324,2022-08-15 23:49,2022-08-21 15:23,Shipped
2325,2022-09-13 04:54,2022-09-22 06:39,Not Shipped
2326,2022-03-23 22:15,2022-03-26 07:12,Returned
2327,2023-01-11 16:59,2023-01-16 23:06,Returned
2328,2022-11-01 11:01,2022-11-03 13:05,Returned
2329,2021-11-24 21:48,2021-12-03 07:17,Not Shipped
2330,2022-03-28 04:01,2022-04-06 12:53,Shipped
2331,2023-05-26 01:32,2023-05-31 13:49,Returned
2332,2020-07-09 03:41,2020-07-17 17:40,Returned
2333,2023-07-04 13:21,2023-07-07 11:57,Not Shipped
2334,2023-07-07 02:36,2023-07-08 03:35,Returned
2335,2020-11-17 08:35,2020-11-19 23:41,Returned
2336,2023-07-11 03:11,2023-07-17 16:28,Not Shipped
2337,2020-06-18 04:25,2020-06-21 02:10,Returned
2338,2020-11-28 11:49,2020-12-02 03:52,Not Shipped
2339,2020-01-18 12:16,2020-01-26 06:30,Returned
2340,2021-08-12 13:47,2021-08-19 07:09,Returned
2341,2023-05-21 14:28,2023-05-27 06:18,Shipped
2342,2020-07-27 10:19,2020-08-04 20:21,Shipped
2343,2020-06-30 17:18,2020-07-09 04:05,Returned
2344,2021-03-18 04:48,2021-03-21 01:43,Returned
2345,2021-03-04 16:35,2021-03-13 23:20,Not Shipped
2346,2020-09-23 17:32,2020-10-01 22:57,Returned
2347,2023-02-26 02:05,2023-03-06 08:21,Not Shipped
2348,2021-07-14 05:00,2021-07-16 10:34,Returned
2349,2023-03-03 01:53,2023-03-11 14:58,Not Shipped
2350,2020-06-05 15:41,2020-06-13 00:00,Not Shipped
2351,2020-01-16 01:26,2020-01-23 10:46,Not Shipped
2352,2021-10-29 15:10,2021-11-05 18:04,Shipped
2353,2021-09-16 18:28,2021-09-26 01:26,Returned
2354,2020-03-15 22:37,2020-03-20 11:15,Shipped
2355,2022-11-10 20:35,2022-11-16 23:35,Shipped
2356,2021-08-20 06:27,2021-08-26 20:24,Returned
2357,2020-09-30 18:08,2020-10-02 00:25,Not Shipped
2358,2020-11-18 17:05,2020-11-28 06:16,Not Shipped
2359,2021-07-20 04:00,2021-07-24 09:55,Returned
2360,2021-06-30 23:59,2021-07-01 18:01,Shipped
2361,2022-06-13 22:48,2022-06-16 13:59,Not Shipped
2362,2020-06-28 16:01,2020-07-06 13:11,Returned
2363,2022-12-29 06:25,2023-01-07 15:15,Not Shipped
2364,2023-05-02 12:34,2023-05-03 04:08,Shipped
2365,2022-03-02 18:06,2022-03-03 06:11,Not Shipped
2366,2022-03-23 01:22,2022-03-24 06:00,Shipped
2367,2021-08-16 02:21,2021-08-22 00:39,Not Shipped
2368,2021-12-30 04:38,2021-12-31 18:02,Shipped
2369,2022-03-03 21:49,2022-03-07 21:17,Shipped
2370,2021-12-11 00:18,2021-12-19 19:20,Shipped
2371,2020-05-20 08:15,2020-05-30 18:05,Not Shipped
2372,2022-04-21 11:52,2022-04-30 02:10,Returned
2373,2022-07-30 17:05,2022-07-31 21:48,Returned
2374,2020-07-29 15:10,2020-08-03 10:40,Not Shipped
2375,2022-01-02 18:32,2022-01-03 07:32,Returned
2376,2020-10-04 08:32,2020-10-08 01:32,Shipped
2377,2023-01-14 00:11,2023-01-18 13:37,Returned
2378,2022-01-13 01:23,2022-01-16 05:29,Returned
2379,2021-02-21 13:09,2021-02-27 15:12,Not Shipped
2380,2021-02-08 09:37,2021-02-11 22:13,Shipped
2381,2022-06-08 13:05,2022-06-14 18:51,Not Shipped
2382,2023-03-04 18:17,2023-03-14 15:25,Returned
2383,2020-08-29 08:12,2020-09-06 14:05,Not Shipped
2384,2020-03-07 23:37,2020-03-17 09:02,Shipped
2385,2020-06-02 08:06,2020-06-12 22:38,Not Shipped
2386,2020-05-31 17:57,2020-06-04 01:14,Not Shipped
2387,2022-06-10 18:42,2022-06-19 11:39,Not Shipped
2388,2020-01-23 10:00,2020-01-24 17:33,Not Shipped
2389,2021-04-13 11:41,2021-04-20 07:00,Returned
2390,2020-07-06 16:35,2020-07-12 23:30,Not Shipped
2391,2021-07-15 19:08,2021-07-18 11:29,Not Shipped
2392,2020-04-25 18:30,2020-04-28 03:01,Shipped
2393,2022-10-02 08:04,2022-10-09 07:10,Returned
2394,2020-05-18 08:07,2020-05-24 03:48,Returned
2395,2023-02-23 04:22,2023-02-25 02:30,Returned
2396,2021-05-12 08:27,2021-05-16 06:46,Not Shipped
2397,2020-04-06 05:58,2020-04-11 19:22,Returned
2398,2021-05-27 02:39,2021-06-04 12:50,Returned
2399,2022-03-09 04:57,2022-03-15 12:27,Not Shipped
2400,2020-06-29 03:39,2020-07-03 18:51,Returned
2401,2022-05-06 19:45,2022-05-10 04:15,Returned
2402,2020-07-08 11:01,2020-07-11 10:29,Not Shipped
2403,2023-01-14 21:29,2023-01-21 02:28,Shipped
2404,2021-07-29 16:41,2021-08-08 01:42,Shipped
2405,2020-01-01 18:58,2020-01-11 22:44,Returned
2406,2021-09-14 11:22,2021-09-23 19:04,Returned
2407,2022-11-23 12:23,2022-11-29 18:36,Shipped
2408,2021-12-26 02:01,2022-01-03 00:38,Shipped
2409,2023-03-18 20:26,2023-03-28 04:51,Shipped
2410,2023-07-03 04:36,2023-07-08 20:10,Shipped
2411,2021-05-07 10:09,2021-05-16 19:53,Shipped
2412,2020-05-03 18:57,2020-05-06 06:27,Not Shipped
2413,2021-09-15 18:54,2021-09-20 18:52,Shipped
2414,2020-02-08 03:07,2020-02-17 07:23,Returned
2415,2023-06-26 17:50,2023-07-06 21:03,Shipped
2416,2023-05-20 00:09,2023-05-28 21:30,Not Shipped
2417,2021-12-16 11:27,2021-12-22 18:37,Returned
2418,2021-10-11 20:01,2021-10-18 14:40,Not Shipped
2419,2022-08-30 14:00,2022-09-09 03:20,Not Shipped
2420,2020-10-10 10:25,2020-10-11 14:49,Returned
2421,2023-03-11 17:00,2023-03-12 22:13,Returned
2422,2020-01-21 03:54,2020-01-31 08:41,Returned
2423,2023-03-22 17:21,2023-03-27 22:04,Returned
2424,2021-08-18 02:30,2021-08-23 03:51,Returned
2425,2020-05-07 15:10,2020-05-13 09:54,Not Shipped
2426,2022-02-02 04:40,2022-02-08 00:05,Not Shipped
2427,2021-12-13 09:02,2021-12-15 01:18,Shipped
2428,2022-10-07 06:28,2022-10-09 15:49,Returned
2429,2020-07-11 03:07,2020-07-20 23:15,Returned
2430,2021-04-12 22:44,2021-04-14 18:21,Shipped
2431,2020-02-11 16:47,2020-02-12 03:46,Shipped
2432,2022-12-27 19:42,2022-12-29 11:31,Returned
2433,2022-01-17 05:38,2022-01-20 13:25,Shipped
2434,2022-06-29 16:10,2022-07-08 12:42,Shipped
2435,2020-04-06 13:43,2020-04-09 00:09,Not Shipped
2436,2022-02-15 10:56,2022-02-24 14:50,Returned
2437,2021-12-25 12:39,2021-12-30 22:52,Returned
2438,2020-09-21 18:49,2020-09-29 19:36,Not Shipped
2439,2020-09-24 14:51,2020-09-28 03:02,Shipped
2440,2022-11-09 21:59,2022-11-19 14:40,Not Shipped
2441,2020-05-07 02:37,2020-05-10 01:56,Not Shipped
2442,2020-11-14 11:33,2020-11-16 01:05,Returned
2443,2020-05-30 01:55,2020-06-09 07:05,Shipped
2444,2023-04-27 11:23,2023-04-30 02:26,Shipped
2445,2020-02-26 03:16,2020-03-05 12:15,Not Shipped
2446,2023-01-10 03:21,2023-01-17 03:57,Not Shipped
2447,2021-03-09 05:14,2021-03-18 07:00,Returned
2448,2023-08-07 16:03,2023-08-11 13:44,Shipped
2449,2021-09-24 07:53,2021-09-30 12:44,Not Shipped
2450,2023-06-29 17:23,2023-07-05 22:08,Shipped
2451,2023-06-27 00:48,2023-07-04 13:39,Not Shipped
2452,2020-08-16 06:45,2020-08-23 23:44,Not Shipped
2453,2022-12-22 02:45,2023-01-01 00:39,Shipped
2454,2022-04-10 10:07,2022-04-15 16:02,Returned
2455,2020-10-31 08:49,2020-11-05 14:02,Returned
2456,2020-10-19 12:35,2020-10-22 14:15,Not Shipped
2457,2020-06-14 06:54,2020-06-18 13:36,Returned
2458,2021-10-13 10:01,2021-10-19 21:00,Shipped
2459,2023-03-05 06:11,2023-03-06 06:15,Shipped
2460,2021-01-22 20:52,2021-01-23 04:22,Shipped
2461,2021-12-25 14:13,2021-12-26 10:33,Shipped
2462,2023-05-20 22:59,2023-05-22 11:25,Not Shipped
2463,2023-01-25 18:17,2023-01-30 09:52,Not Shipped
2464,2022-05-29 22:58,2022-05-30 00:56,Not Shipped
2465,2020-01-02 13:48,2020-01-11 23:48,Not Shipped
2466,2023-06-15 04:13,2023-06-25 16:37,Returned
2467,2022-08-06 06:43,2022-08-12 12:28,Shipped
2468,2021-05-02 16:00,2021-05-09 04:23,Not Shipped
2469,2023-03-06 18:43,2023-03-15 07:31,Not Shipped
2470,2022-04-05 23:03,2022-04-10 12:33,Returned
2471,2021-05-12 21:44,2021-05-15 05:12,Shipped
2472,2021-09-02 15:38,2021-09-12 08:55,Shipped
2473,2020-05-20 19:38,2020-05-28 20:42,Not Shipped
2474,2021-03-05 06:49,2021-03-12 08:22,Returned
2475,2021-11-20 23:23,2021-11-25 23:31,Returned
2476,2020-03-28 04:18,2020-04-02 01:47,Shipped
2477,2022-12-06 22:42,2022-12-07 23:59,Not Shipped
2478,2021-05-01 03:08,2021-05-11 00:17,Returned
2479,2022-11-06 14:48,2022-11-09 17:28,Shipped
2480,2022-12-24 18:12,2022-12-27 00:11,Returned
2481,2022-06-05 05:12,2022-06-10 13:54,Not Shipped
2482,2020-11-18 18:30,2020-11-20 17:29,Not Shipped
2483,2023-06-22 23:05,2023-07-02 04:56,Shipped
2484,2023-02-26 09:44,2023-03-03 17:44,Returned
2485,2021-10-28 01:06,2021-10-29 07:04,Not Shipped
2486,2023-02-14 23:44,2023-02-19 00:06,Not Shipped
2487,2023-05-02 22:47,2023-05-03 22:11,Shipped
2488,2023-06-25 02:40,2023-07-02 15:30,Not Shipped
2489,2023-05-27 01:33,2023-05-29 12:57,Shipped
2490,2022-05-10 17:44,2022-05-12 19:05,Returned
2491,2020-07-17 16:27,2020-07-22 17:11,Not Shipped
2492,2020-05-04 08:46,2020-05-05 19:55,Shipped
2493,2022-10-27 05:03,2022-10-31 06:27,Not Shipped
2494,2020-04-02 16:47,2020-04-09 23:20,Not Shipped
2495,2022-03-02 22:55,2022-03-11 02:02,Shipped
2496,2020-12-05 12:17,2020-12-09 18:38,Not Shipped
2497,2020-08-08 14:44,2020-08-11 08:24,Not Shipped
2498,2022-08-04 03:37,2022-08-10 03:19,Returned
2499,2021-09-25 06:16,2021-09-29 00:19,Returned
2500,2023-07-07 17:06,2023-07-16 18:37,Not Shipped
2501,2020-12-18 09:11,2020-12-23 05:06,Returned
2502,2021-07-16 02:10,2021-07-18 08:19,Not Shipped
2503,2022-05-22 04:38,2022-06-01 21:15,Shipped
2504,2022-11-03 13:34,2022-11-11 02:22,Not Shipped
2505,2020-02-28 11:42,2020-03-04 17:19,Not Shipped
2506,2021-09-18 11:37,2021-09-25 21:35,Returned
2507,2021-01-24 10:28,2021-02-01 23:01,Shipped
2508,2021-05-17 03:45,2021-05-26 13:35,Shipped
2509,2020-06-30 03:33,2020-07-07 21:29,Returned
2510,2021-08-02 00:31,2021-08-10 11:56,Returned
2511,2021-09-19 00:19,2021-09-22 16:23,Returned
2512,2022-02-21 08:26,2022-03-02 11:34,Shipped
2513,2021-11-04 07:45,2021-11-06 04:48,Not Shipped
2514,2022-02-18 15:45,2022-02-20 04:44,Shipped
2515,2021-08-19 20:53,2021-08-24 08:52,Shipped
2516,2021-12-28 12:47,2022-01-06 08:58,Not Shipped
2517,2022-11-03 16:27,2022-11-10 09:47,Not Shipped
2518,2020-11-12 02:22,2020-11-14 14:33,Not Shipped
2519,2023-07-05 05:52,2023-07-07 18:16,Shipped
2520,2021-11-14 04:49,2021-11-17 15:11,Returned
2521,2022-02-27 00:37,2022-03-04 17:19,Shipped
2522,2021-12-21 20:04,2021-12-31 15:16,Not Shipped
2523,2021-11-13 23:14,2021-11-18 20:02,Shipped
2524,2021-02-04 21:16,2021-02-14 15:31,Shipped
2525,2021-06-16 08:55,2021-06-25 21:24,Shipped
2526,2020-02-29 04:03,2020-03-09 01:18,Shipped
2527,2022-10-20 10:31,2022-10-28 05:12,Shipped
2528,2020-03-14 11:37,2020-03-21 14:31,Not Shipped
2529,2020-05-29 17:53,2020-06-07 13:35,Shipped
2530,2021-04-05 02:02,2021-04-10 23:45,Shipped
2531,2020-06-28 06:28,2020-07-06 18:30,Not Shipped
2532,2020-12-29 22:25,2021-01-08 05:36,Shipped
2533,2022-12-30 22:24,2023-01-07 16:15,Shipped
2534,2020-09-29 12:52,2020-10-09 09:03,Not Shipped
2535,2023-01-28 18:30,2023-02-06 10:35,Not Shipped
2536,2021-06-14 22:55,2021-06-18 12:24,Not Shipped
2537,2022-02-26 21:50,2022-03-05 16:17,Shipped
2538,2022-08-03 16:37,2022-08-11 07:33,Shipped
2539,2022-11-08 07:26,2022-11-15 12:06,Shipped
2540,2020-02-13 20:44,2020-02-23 08:36,Shipped
2541,2020-10-27 02:22,2020-10-30 09:46,Returned
2542,2021-09-23 07:13,2021-10-03 20:54,Returned
2543,2022-05-14 00:54,2022-05-23 19:58,Shipped
2544,2021-03-22 09:55,2021-03-25 06:40,Returned
2545,2021-06-08 05:53,2021-06-10 10:34,Returned
2546,2023-02-20 07:09,2023-03-01 12:45,Shipped
2547,2021-03-25 05:15,2021-03-28 00:44,Shipped
2548,2021-11-27 00:21,2021-11-30 23:28,Returned
2549,2022-03-07 00:51,2022-03-13 22:26,Returned
2550,2020-12-01 19:45,2020-12-10 00:35,Shipped
2551,2020-03-05 08:44,2020-03-14 10:10,Not Shipped
2552,2022-07-21 05:28,2022-07-28 15:55,Shipped
2553,2021-08-03 11:58,2021-08-11 08:47,Returned
2554,2023-05-26 17:52,2023-05-31 16:23,Not Shipped
2555,2021-12-03 02:14,2021-12-13 17:46,Not Shipped
2556,2023-03-15 04:48,2023-03-19 03:04,Shipped
2557,2020-04-09 09:10,2020-04-16 21:21,Not Shipped
2558,2022-12-09 15:15,2022-12-15 12:32,Not Shipped
2559,2023-02-21 06:43,2023-03-01 11:08,Not Shipped
2560,2021-03-12 20:39,2021-03-21 18:53,Not Shipped
2561,2020-08-11 06:49,2020-08-13 00:42,Shipped
2562,2021-08-21 17:32,2021-08-26 04:10,Returned
2563,2023-07-13 22:33,2023-07-16 19:21,Returned
2564,2021-04-09 20:37,2021-04-16 20:19,Returned
2565,2021-10-14 11:56,2021-10-15 09:45,Shipped
2566,2020-08-13 02:19,2020-08-19 04:20,Returned
2567,2021-05-29 04:59,2021-05-31 16:26,Returned
2568,2020-03-05 14:22,2020-03-07 02:38,Shipped
2569,2022-06-25 18:25,2022-06-28 02:01,Shipped
2570,2020-04-03 07:27,2020-04-11 09:44,Returned
2571,2023-07-21 15:25,2023-07-31 23:57,Shipped
2572,2020-05-29 07:32,2020-06-07 00:02,Not Shipped
2573,2022-06-10 14:44,2022-06-16 01:43,Not Shipped
2574,2021-12-05 21:46,2021-12-12 12:48,Not Shipped
2575,2021-03-01 08:15,2021-03-10 20:44,Not Shipped
2576,2020-04-11 16:04,2020-04-19 02:50,Shipped
2577,2020-01-14 00:02,2020-01-18 15:33,Shipped
2578,2022-06-08 19:03,2022-06-18 22:52,Not Shipped
2579,2020-11-29 00:23,2020-12-04 17:30,Shipped
2580,2023-03-21 21:30,2023-03-26 01:09,Not Shipped
2581,2020-11-05 06:02,2020-11-14 12:49,Returned
2582,2022-02-22 07:26,2022-02-28 10:34,Returned
2583,2020-08-19 12:52,2020-08-28 17:40,Shipped
2584,2021-12-02 01:03,2021-12-03 04:56,Shipped
2585,2021-05-22 22:28,2021-05-28 13:31,Returned
2586,2022-01-19 17:22,2022-01-22 21:26,Returned
2587,2022-01-15 01:09,2022-01-19 00:31,Not Shipped
2588,2020-12-27 16:58,2020-12-30 23:49,Returned
2589,2020-02-28 05:46,2020-03-09 05:27,Not Shipped
2590,2022-07-19 19:05,2022-07-25 04:21,Shipped
2591,2021-06-14 02:06,2021-06-16 03:29,Not Shipped
2592,2021-10-12 20:03,2021-10-21 19:07,Shipped
2593,2023-07-30 16:48,2023-08-07 19:46,Not Shipped
2594,2022-01-18 10:09,2022-01-23 19:08,Shipped
2595,2023-04-07 00:26,2023-04-08 06:18,Shipped
2596,2021-07-01 15:47,2021-07-05 04:22,Not Shipped
2597,2022-11-24 22:17,2022-12-04 11:50,Returned
2598,2022-03-17 18:56,2022-03-23 17:39,Not Shipped
2599,2022-02-22 08:13,2022-02-25 04:41,Shipped
2600,2020-09-02 03:53,2020-09-12 08:21,Not Shipped
2601,2023-04-08 12:03,2023-04-18 10:03,Returned
2602,2020-01-01 22:07,2020-01-03 23:00,Not Shipped
2603,2020-04-19 09:10,2020-04-24 18:55,Returned
2604,2020-10-05 00:15,2020-10-07 20:51,Shipped
2605,2020-02-15 04:56,2020-02-22 21:58,Shipped
2606,2021-08-04 21:20,2021-08-14 12:15,Returned
2607,2020-11-19 10:20,2020-11-21 13:01,Shipped
2608,2023-04-06 17:14,2023-04-12 08:36,Returned
2609,2021-01-18 07:19,2021-01-28 09:40,Shipped
2610,2023-08-04 01:44,2023-08-07 09:00,Returned
2611,2022-04-13 03:04,2022-04-20 16:35,Returned
2612,2023-08-22 10:11,2023-08-24 03:10,Not Shipped
2613,2022-10-25 16:46,2022-11-01 22:29,Not Shipped
2614,2022-04-27 04:48,2022-05-02 19:22,Not Shipped
2615,2021-11-09 12:44,2021-11-19 18:15,Returned
2616,2022-11-19 00:21,2022-11-22 18:36,Not Shipped
2617,2021-11-06 08:30,2021-11-12 00:09,Shipped
2618,2020-03-31 11:13,2020-04-10 06:14,Not Shipped
2619,2021-07-21 01:56,2021-07-30 16:56,Returned
2620,2020-10-22 13:19,2020-10-30 08:48,Returned
2621,2022-11-03 07:23,2022-11-08 07:47,Not Shipped
2622,2023-07-11 18:36,2023-07-19 16:33,Not Shipped
2623,2022-10-09 16:05,2022-10-12 11:11,Returned
2624,2020-11-05 09:36,2020-11-15 18:05,Not Shipped
2625,2022-09-22 18:19,2022-09-27 17:36,Returned
2626,2021-08-17 13:40,2021-08-18 13:46,Not Shipped
2627,2020-12-25 22:42,2020-12-27 03:46,Not Shipped
2628,2020-05-09 09:39,2020-05-10 02:45,Not Shipped
2629,2020-02-06 19:16,2020-02-13 08:29,Not Shipped
2630,2021-12-04 19:04,2021-12-13 10:52,Not Shipped
2631,2022-12-10 12:11,2022-12-19 06:24,Not Shipped
2632,2021-07-25 21:32,2021-07-26 08:14,Shipped
2633,2022-02-24 23:27,2022-03-06 23:02,Returned
2634,2021-07-14 06:49,2021-07-17 07:35,Shipped
2635,2020-12-12 05:39,2020-12-14 09:53,Not Shipped
2636,2020-06-09 10:14,2020-06-13 16:15,Not Shipped
2637,2020-05-10 06:15,2020-05-11 16:19,Returned
2638,2023-05-09 23:08,2023-05-17 14:20,Not Shipped
2639,2022-12-22 03:37,2022-12-31 12:17,Returned
2640,2020-12-16 08:42,2020-12-20 14:52,Returned
2641,2022-04-21 22:10,2022-04-24 08:55,Returned
2642,2021-08-26 14:18,2021-09-01 21:34,Not Shipped
2643,2022-07-10 05:12,2022-07-17 22:16,Shipped
2644,2020-02-05 01:54,2020-02-12 04:11,Not Shipped
2645,2021-11-03 16:52,2021-11-04 09:41,Returned
2646,2022-11-26 06:33,2022-12-04 00:50,Returned
2647,2022-11-30 14:39,2022-12-01 04:45,Not Shipped
2648,2023-02-23 22:48,2023-03-04 15:02,Shipped
2649,2021-03-07 17:45,2021-03-17 19:05,Not Shipped
2650,2023-07-02 15:12,2023-07-06 13:44,Not Shipped
2651,2021-08-24 08:24,2021-09-01 13:35,Returned
2652,2021-01-16 17:18,2021-01-26 22:42,Not Shipped
2653,2023-03-27 06:21,2023-04-06 02:57,Shipped
2654,2021-02-10 01:58,2021-02-14 00:38,Not Shipped
2655,2021-02-11 15:18,2021-02-18 06:35,Returned
2656,2021-04-27 05:07,2021-05-06 23:31,Returned
2657,2020-06-27 01:52,2020-06-28 06:57,Returned
2658,2021-05-10 04:09,2021-05-13 14:06,Shipped
2659,2021-10-28 12:30,2021-11-04 07:49,Not Shipped
2660,2022-11-25 16:56,2022-11-29 10:06,Not Shipped
2661,2022-12-23 19:46,2022-12-28 13:14,Not Shipped
2662,2022-09-08 02:23,2022-09-10 12:07,Shipped
2663,2022-05-27 19:30,2022-06-01 00:39,Returned
2664,2022-03-14 17:38,2022-03-16 00:34,Not Shipped
2665,2023-03-23 12:07,2023-03-28 10:18,Shipped
2666,2020-08-22 04:10,2020-08-23 07:34,Returned
2667,2021-11-25 02:12,2021-11-27 16:25,Not Shipped
2668,2022-09-16 05:19,2022-09-22 11:36,Shipped
2669,2021-11-13 04:27,2021-11-16 23:50,Not Shipped
2670,2021-12-21 14:53,2021-12-23 10:21,Not Shipped
2671,2022-06-09 03:18,2022-06-15 16:35,Shipped
2672,2022-05-23 12:43,2022-05-25 10:45,Shipped
2673,2020-11-04 20:09,2020-11-07 22:18,Returned
2674,2023-01-12 02:29,2023-01-14 20:36,Not Shipped
2675,2022-09-19 13:10,2022-09-23 05:52,Not Shipped
2676,2022-05-26 05:09,2022-06-03 22:46,Shipped
2677,2021-04-12 00:23,2021-04-16 11:05,Returned
