order_id,customer_id,order_date,payment_id,shipping_id,total_amount
1170,1335,2022-10-28 08:32,1170,1170,927.15
1171,40,2022-09-02 22:22,1171,1171,775.01
1172,529,2022-10-28 21:29,1172,1172,791.62
1173,1863,2022-11-10 02:47,1173,1173,170.4
1174,839,2022-07-27 18:29,1174,1174,956.76
1175,1535,2022-11-30 04:38,1175,1175,822.84
1176,1903,2020-04-08 17:25,1176,1176,18.64
1177,1226,2021-03-15 22:09,1177,1177,530.74
1178,660,2022-05-25 02:04,1178,1178,857.25
1179,793,2023-05-20 05:09,1179,1179,763.2
1180,1368,2023-06-06 00:32,1180,1180,984.27
1181,1079,2023-08-24 12:05,1181,1181,905.93
1182,1524,2022-01-19 04:22,1182,1182,514.9
1183,694,2021-06-19 03:09,1183,1183,896.38
1184,1743,2022-05-16 02:15,1184,1184,369.12
1185,609,2023-03-08 22:50,1185,1185,135.47
1186,1193,2020-02-09 08:58,1186,1186,671.89
1187,1574,2023-07-03 09:30,1187,1187,765.53
1188,1822,2022-09-09 06:45,1188,1188,321.28
1189,1254,2020-12-06 07:42,1189,1189,278.32
1190,1701,2021-04-23 09:07,1190,1190,483.46
1191,1365,2022-08-16 03:14,1191,1191,868.14
1192,1854,2022-11-23 16:58,1192,1192,323.93
1193,1701,2021-12-02 13:36,1193,1193,862.16
1194,1544,2021-11-24 18:55,1194,1194,634.86
1195,935,2022-04-15 06:25,1195,1195,628.03
1196,1189,2023-02-12 10:51,1196,1196,441.72
1197,384,2021-11-23 10:59,1197,1197,148.92
1198,1053,2023-01-03 00:41,1198,1198,110.42
1199,1901,2020-03-14 16:39,1199,1199,192
1200,285,2023-10-01 06:01,1200,1200,556.34
1201,883,2020-07-14 21:17,1201,1201,204.42
1202,1235,2021-07-05 18:56,1202,1202,257.56
1203,615,2022-06-10 01:39,1203,1203,90.95
1204,426,2022-02-27 04:44,1204,1204,991.33
1205,983,2022-08-07 03:54,1205,1205,907.28
1206,447,2023-07-06 19:09,1206,1206,609.04
1207,676,2022-09-05 22:08,1207,1207,68.7
1208,37,2021-02-23 00:36,1208,1208,28.87
1209,122,2022-06-05 12:21,1209,1209,910.15
1210,972,2023-08-30 08:02,1210,1210,438.86
1211,777,2020-04-30 07:34,1211,1211,997.21
1212,1632,2020-01-27 08:17,1212,1212,925.82
1213,908,2023-02-12 05:15,1213,1213,549.75
1214,958,2022-02-19 05:53,1214,1214,396.33
1215,176,2020-12-01 00:25,1215,1215,274.22
1216,34,2023-06-03 22:59,1216,1216,714.93
1217,1572,2021-09-29 22:03,1217,1217,985.99
1218,1300,2020-09-13 23:59,1218,1218,140.12
1219,1641,2021-05-19 12:45,1219,1219,475.77
1220,548,2022-11-15 20:05,1220,1220,321.8
1221,1049,2020-06-24 09:36,1221,1221,451.88
1222,1560,2020-05-21 03:52,1222,1222,188.7
1223,749,2023-09-06 19:50,1223,1223,39.45
1224,464,2021-05-10 23:41,1224,1224,25.97
1225,669,2021-06-01 23:20,1225,1225,548.2
1226,409,2021-11-03 02:12,1226,1226,344.09
1227,1858,2021-03-12 19:10,1227,1227,921.67
1228,1418,2020-01-28 08:42,1228,1228,443.73
1229,1646,2021-06-18 00:08,1229,1229,928.3
1230,1996,2020-08-12 12:54,1230,1230,430.69
1231,1682,2022-03-08 19:36,1231,1231,270.19
1232,1610,2023-09-06 16:45,1232,1232,522.31
1233,640,2022-12-07 06:54,1233,1233,597.31
1234,698,2022-06-11 13:12,1234,1234,841.36
1235,1964,2022-12-14 04:25,1235,1235,83.32
1236,1952,2020-01-01 03:05,1236,1236,599.82
1237,1485,2020-12-23 06:34,1237,1237,149.86
1238,445,2021-03-08 05:38,1238,1238,785.68
1239,1951,2021-04-05 14:45,1239,1239,262.11
1240,464,2022-07-27 16:57,1240,1240,101.66
1241,581,2021-10-18 22:41,1241,1241,93.63
1242,1352,2023-06-18 18:56,1242,1242,170.41
1243,514,2023-09-19 15:59,1243,1243,620.3
1244,829,2020-12-19 14:17,1244,1244,96.51
1245,982,2022-12-19 23:07,1245,1245,223.32
1246,1179,2020-04-15 02:39,1246,1246,446.41
1247,643,2022-07-10 17:44,1247,1247,58.85
1248,286,2022-02-19 05:06,1248,1248,389.17
1249,1907,2020-02-18 02:44,1249,1249,423.74
1250,1732,2020-11-16 20:55,1250,1250,693.65
1251,1954,2022-04-11 07:50,1251,1251,232.21
1252,541,2020-08-06 11:49,1252,1252,677.22
1253,978,2022-01-18 08:31,1253,1253,114.19
1254,1461,2022-07-11 03:55,1254,1254,436.9
1255,304,2023-08-27 15:32,1255,1255,235.01
1256,103,2022-05-16 13:50,1256,1256,494.21
1257,981,2020-05-19 17:40,1257,1257,930.15
1258,16,2022-08-22 13:52,1258,1258,467.07
1259,627,2022-05-24 14:07,1259,1259,767.22
1260,520,2020-01-05 06:56,1260,1260,566.26
1261,1474,2021-07-10 01:52,1261,1261,580.24
1262,1854,2021-11-29 12:36,1262,1262,826.26
1263,167,2022-05-25 00:19,1263,1263,676.65
1264,685,2021-03-17 10:32,1264,1264,678.65
1265,1392,2023-09-09 17:21,1265,1265,803.21
1266,604,2021-09-29 17:21,1266,1266,246.62
1267,1257,2020-10-04 08:29,1267,1267,554.56
1268,740,2021-08-27 09:17,1268,1268,180.82
1269,1832,2022-11-17 11:30,1269,1269,825.09
1270,847,2021-12-06 22:26,1270,1270,935.95
1271,1851,2022-12-27 18:41,1271,1271,224.4
1272,1146,2020-06-05 04:22,1272,1272,734.45
1273,323,2022-08-13 19:27,1273,1273,592.01
1274,523,2023-08-05 21:59,1274,1274,980.13
1275,678,2022-03-13 00:47,1275,1275,80.27
1276,779,2023-04-26 08:32,1276,1276,200.93
1277,1151,2023-01-11 03:30,1277,1277,21.26
1278,686,2022-11-03 15:57,1278,1278,904.41
1279,1132,2020-07-09 14:24,1279,1279,70.25
1280,418,2020-07-26 08:45,1280,1280,569.26
1281,1380,2022-12-26 04:19,1281,1281,682.2
1282,394,2022-04-26 00:12,1282,1282,206.75
1283,1239,2020-04-18 01:23,1283,1283,699.28
1284,1322,2022-11-05 22:08,1284,1284,51.21
1285,1141,2021-07-02 20:08,1285,1285,359.72
1286,471,2021-03-06 06:33,1286,1286,816.01
1287,1201,2021-12-21 17:53,1287,1287,503.18
1288,1157,2021-03-08 14:42,1288,1288,466.25
1289,1205,2023-09-25 00:22,1289,1289,328.67
1290,1675,2022-04-11 06:01,1290,1290,70.67
1291,474,2023-03-15 12:03,1291,1291,583.25
1292,917,2021-07-21 00:27,1292,1292,648.62
1293,964,2022-04-16 15:42,1293,1293,580.34
1294,377,2020-03-28 10:09,1294,1294,579.71
1295,824,2021-03-19 13:58,1295,1295,970.2
1296,904,2021-06-05 20:29,1296,1296,884.71
1297,1317,2022-10-07 07:56,1297,1297,840.5
1298,75,2020-07-27 13:48,1298,1298,942.09
1299,723,2021-03-28 12:51,1299,1299,404.54
1300,1817,2020-02-23 14:42,1300,1300,77.63
1301,1934,2020-02-29 23:50,1301,1301,213.27
1302,676,2022-06-03 01:27,1302,1302,772.61
1303,322,2022-12-16 04:16,1303,1303,418.28
1304,992,2022-06-22 02:04,1304,1304,836.09
1305,706,2021-09-08 06:47,1305,1305,599.81
1306,293,2022-10-30 05:43,1306,1306,410.32
1307,886,2023-09-08 05:21,1307,1307,475.98
1308,447,2022-12-11 13:59,1308,1308,371.18
1309,420,2020-06-08 15:28,1309,1309,228.82
1310,1837,2022-06-29 02:36,1310,1310,489.56
1311,332,2022-04-24 03:00,1311,1311,227.39
1312,400,2023-05-15 00:36,1312,1312,853.8
1313,525,2020-01-22 12:24,1313,1313,472.9
1314,996,2021-03-19 16:52,1314,1314,676.73
1315,1041,2021-04-15 01:43,1315,1315,994.98
1316,1139,2023-07-10 22:09,1316,1316,675.57
1317,763,2021-01-05 07:13,1317,1317,719.81
1318,551,2020-01-31 03:02,1318,1318,428.66
1319,316,2021-06-21 08:51,1319,1319,325.25
1320,229,2021-09-28 23:12,1320,1320,554.61
1321,1573,2020-03-07 15:10,1321,1321,431.34
1322,304,2023-09-09 08:38,1322,1322,355.31
1323,765,2020-10-13 00:52,1323,1323,295.36
1324,1034,2022-04-12 01:51,1324,1324,133.85
1325,1531,2021-05-10 14:11,1325,1325,903.96
1326,1255,2021-03-26 03:45,1326,1326,967.87
1327,102,2022-11-30 15:39,1327,1327,820.58
1328,1405,2021-02-09 20:13,1328,1328,980.53
1329,1008,2020-07-11 05:04,1329,1329,915.21
1330,45,2020-03-16 20:24,1330,1330,570.01
1331,601,2022-08-31 23:29,1331,1331,967.96
1332,474,2021-07-05 19:32,1332,1332,112.64
1333,232,2021-03-20 19:16,1333,1333,470.47
1334,1791,2021-02-17 10:44,1334,1334,134.07
1335,757,2020-07-14 14:28,1335,1335,942.97
1336,455,2021-10-04 04:05,1336,1336,343.94
1337,1792,2022-06-03 02:51,1337,1337,809.55
1338,1655,2022-04-09 14:33,1338,1338,714.29
1339,884,2022-08-30 23:40,1339,1339,931.9
1340,1015,2023-03-08 13:58,1340,1340,218.49
1341,1067,2022-07-06 20:30,1341,1341,386.19
1342,667,2020-03-22 07:42,1342,1342,479.21
1343,894,2020-06-03 22:42,1343,1343,783.93
1344,1705,2023-09-15 17:54,1344,1344,456.43
1345,633,2020-11-20 12:07,1345,1345,461.25
1346,380,2023-06-08 03:06,1346,1346,10.64
1347,1328,2023-08-07 09:07,1347,1347,509.5
1348,420,2022-08-06 14:14,1348,1348,161.79
1349,765,2023-05-31 16:13,1349,1349,583.03
1350,1623,2022-06-17 10:34,1350,1350,746.1
1351,707,2021-03-11 23:05,1351,1351,292.72
1352,826,2021-01-21 21:18,1352,1352,571.73
1353,1377,2020-12-21 01:35,1353,1353,570.17
1354,69,2022-02-24 03:50,1354,1354,961
1355,1879,2023-07-02 00:08,1355,1355,585.72
1356,1340,2020-01-09 22:11,1356,1356,666.43
1357,1223,2020-09-22 21:25,1357,1357,403.88
1358,88,2023-09-11 21:55,1358,1358,343.24
1359,479,2021-09-22 16:28,1359,1359,966.69
1360,1880,2020-04-07 10:55,1360,1360,972.15
1361,1926,2020-04-05 00:13,1361,1361,136.09
1362,6,2023-06-14 10:29,1362,1362,262.09
1363,904,2020-12-27 18:54,1363,1363,936.05
1364,163,2020-05-10 12:16,1364,1364,407.63
1365,874,2020-11-03 08:48,1365,1365,504.97
1366,1284,2020-08-06 02:17,1366,1366,423.36
1367,1808,2023-03-04 06:22,1367,1367,590.86
1368,1049,2020-10-17 10:03,1368,1368,129.85
1369,281,2023-06-08 21:51,1369,1369,290.44
1370,841,2020-07-28 11:34,1370,1370,681.69
1371,1797,2022-05-09 13:30,1371,1371,232.73
1372,1710,2020-11-08 07:52,1372,1372,990.57
1373,942,2021-09-26 20:22,1373,1373,62.79
1374,1701,2020-04-03 20:53,1374,1374,374.51
1375,379,2022-12-14 14:47,1375,1375,322.97
1376,943,2022-10-08 15:01,1376,1376,268.92
1377,1592,2021-07-14 20:32,1377,1377,399.16
1378,656,2023-03-05 13:24,1378,1378,619.72
1379,1434,2022-10-04 12:51,1379,1379,210.02
1380,628,2020-02-23 18:19,1380,1380,178.51
1381,1113,2023-04-02 21:13,1381,1381,696.53
1382,1539,2021-02-17 14:35,1382,1382,52.54
1383,1474,2021-04-15 18:54,1383,1383,717.07
1384,1058,2023-05-11 13:06,1384,1384,164.99
1385,1444,2020-11-14 18:33,1385,1385,719.63
1386,1012,2021-02-17 06:13,1386,1386,982.71
1387,347,2020-07-07 17:50,1387,1387,203.54
1388,1331,2022-11-25 19:07,1388,1388,461.09
1389,1173,2021-03-26 02:34,1389,1389,32.33
1390,1602,2021-10-23 21:00,1390,1390,330.38
1391,1839,2020-12-27 21:29,1391,1391,857.52
1392,316,2021-11-15 01:33,1392,1392,124.14
1393,861,2022-08-29 04:32,1393,1393,820.56
1394,1522,2021-07-10 17:08,1394,1394,534.92
1395,1336,2021-01-15 17:21,1395,1395,800.65
1396,1495,2023-09-15 04:33,1396,1396,498.04
1397,1026,2021-06-24 14:58,1397,1397,225.29
1398,1150,2021-04-08 11:56,1398,1398,498.73
1399,179,2022-08-04 18:36,1399,1399,416.63
1400,1413,2022-08-23 23:40,1400,1400,100.22
1401,85,2021-10-30 14:30,1401,1401,393.12
1402,1817,2022-07-16 04:03,1402,1402,110.94
1403,926,2021-02-28 14:39,1403,1403,321.96
1404,1328,2020-06-12 19:05,1404,1404,96.33
1405,24,2021-10-09 05:01,1405,1405,146.87
1406,563,2021-02-20 16:48,1406,1406,940.88
1407,1522,2022-03-06 11:44,1407,1407,462.63
1408,1430,2021-06-17 12:29,1408,1408,472.32
1409,1135,2021-11-14 02:00,1409,1409,755.18
1410,1705,2023-09-06 13:27,1410,1410,860.73
1411,272,2021-12-16 01:22,1411,1411,545.86
1412,151,2020-06-03 04:23,1412,1412,708.04
1413,1502,2021-09-25 17:33,1413,1413,495.66
1414,64,2020-05-07 00:11,1414,1414,193.23
1415,762,2021-11-28 13:19,1415,1415,156.03
1416,87,2023-03-04 11:03,1416,1416,787.47
1417,65,2020-08-28 08:20,1417,1417,263.31
1418,920,2022-08-02 19:11,1418,1418,202.28
1419,946,2023-03-03 03:50,1419,1419,903.12
1420,1112,2020-06-04 14:12,1420,1420,967.73
1421,1399,2021-12-27 22:10,1421,1421,486.31
1422,158,2022-02-16 01:51,1422,1422,920.29
1423,114,2022-07-22 01:25,1423,1423,122.24
1424,945,2023-05-23 18:28,1424,1424,338.1
1425,635,2022-07-27 00:35,1425,1425,52.64
1426,1218,2020-05-26 16:19,1426,1426,83.1
1427,906,2020-02-01 22:59,1427,1427,378.78
1428,965,2022-01-05 02:48,1428,1428,600.63
1429,172,2022-12-27 07:00,1429,1429,683.21
1430,23,2022-05-22 04:05,1430,1430,972.04
1431,1716,2021-01-22 17:29,1431,1431,520.26
1432,1157,2020-04-19 17:04,1432,1432,178.89
1433,16,2023-05-21 00:52,1433,1433,939.11
1434,876,2021-01-22 02:32,1434,1434,583.34
1435,1342,2022-08-22 11:19,1435,1435,875.82
1436,748,2021-10-14 01:34,1436,1436,354.96
1437,341,2022-12-01 22:51,1437,1437,192.83
1438,1919,2020-09-29 13:10,1438,1438,637.37
1439,675,2022-02-26 18:04,1439,1439,437.76
1440,452,2023-04-01 21:17,1440,1440,13.62
1441,654,2020-10-15 16:02,1441,1441,231.71
1442,1893,2020-10-11 03:05,1442,1442,550.94
1443,466,2020-05-05 16:43,1443,1443,149.88
1444,1351,2022-09-02 10:10,1444,1444,597.6
1445,1753,2022-04-16 21:22,1445,1445,126.59
1446,676,2020-08-28 17:31,1446,1446,76.32
1447,324,2020-04-27 08:52,1447,1447,487.28
1448,1097,2020-01-17 00:11,1448,1448,815.48
1449,826,2022-04-13 23:46,1449,1449,381.03
1450,293,2021-10-11 13:54,1450,1450,230.88
1451,1270,2021-03-02 13:31,1451,1451,45.66
1452,645,2022-12-14 15:22,1452,1452,278.82
1453,43,2023-08-09 06:58,1453,1453,509.61
1454,1474,2020-02-08 04:05,1454,1454,272.49
1455,954,2021-02-12 09:19,1455,1455,319.49
1456,951,2022-05-23 10:39,1456,1456,722.63
1457,1630,2021-12-25 03:09,1457,1457,600.69
1458,1757,2021-08-03 01:32,1458,1458,704.75
1459,1837,2021-11-02 21:26,1459,1459,145.9
1460,1693,2023-05-11 15:50,1460,1460,128.98
1461,631,2021-11-27 17:42,1461,1461,546.89
1462,1815,2023-03-24 11:12,1462,1462,244.94
1463,1156,2022-10-06 05:34,1463,1463,762.75
1464,1100,2022-01-02 23:38,1464,1464,836.7
1465,1804,2023-07-11 22:30,1465,1465,10.82
1466,696,2020-02-08 19:29,1466,1466,999.99
1467,660,2022-11-15 14:07,1467,1467,326.49
1468,1774,2020-08-01 16:11,1468,1468,780.55
1469,1530,2023-08-21 20:11,1469,1469,158.78
1470,1818,2022-12-08 22:02,1470,1470,552.3
1471,1197,2022-12-22 18:20,1471,1471,686.9
1472,1020,2020-12-26 18:50,1472,1472,990.28
1473,930,2021-11-20 22:57,1473,1473,940.51
1474,411,2021-01-11 23:51,1474,1474,356.26
1475,507,2021-06-25 22:33,1475,1475,182.13
1476,1290,2022-07-03 21:34,1476,1476,873.91
1477,1143,2023-08-25 23:10,1477,1477,766.89
1478,1691,2022-09-09 03:31,1478,1478,832.53
1479,732,2020-02-12 15:08,1479,1479,262.54
1480,890,2020-08-04 23:49,1480,1480,177.36
1481,436,2020-07-18 01:00,1481,1481,14.4
1482,1845,2020-06-30 22:04,1482,1482,577.96
1483,1387,2020-04-11 06:49,1483,1483,55.7
1484,840,2021-08-28 02:37,1484,1484,557.08
1485,418,2023-07-27 20:02,1485,1485,219.54
1486,1019,2022-12-20 06:50,1486,1486,342.2
1487,1331,2020-02-16 20:38,1487,1487,125.26
1488,34,2021-09-07 05:32,1488,1488,243.03
1489,644,2023-01-07 04:18,1489,1489,545.54
1490,1731,2020-07-23 05:13,1490,1490,508.43
1491,1986,2021-06-17 20:48,1491,1491,887.61
1492,1272,2021-02-02 13:37,1492,1492,247.15
1493,1622,2020-01-01 20:55,1493,1493,78.09
1494,1463,2021-10-14 21:58,1494,1494,806.8
1495,764,2020-03-12 11:58,1495,1495,505.14
1496,1849,2022-04-26 00:18,1496,1496,421.14
1497,1299,2020-10-03 17:06,1497,1497,350.18
1498,939,2021-03-12 13:18,1498,1498,196.12
1499,566,2021-10-21 18:32,1499,1499,700.37
1500,278,2020-09-05 06:49,1500,1500,531.87
1501,1058,2022-03-05 20:01,1501,1501,335.32
1502,1955,2022-08-09 14:55,1502,1502,527.04
1503,550,2021-08-10 07:57,1503,1503,951.23
1504,1755,2023-04-09 11:13,1504,1504,707.19
1505,1123,2021-03-08 11:53,1505,1505,327.94
1506,299,2021-02-24 17:00,1506,1506,24.35
1507,1444,2022-10-19 02:51,1507,1507,104.81
1508,295,2021-03-29 20:22,1508,1508,882.82
1509,1506,2023-03-27 22:28,1509,1509,661.62
1510,1905,2023-01-11 21:16,1510,1510,558.15
1511,1321,2021-03-10 08:14,1511,1511,825.11
1512,1169,2021-09-09 01:24,1512,1512,772.31
1513,1897,2022-11-14 12:41,1513,1513,952.16
1514,1100,2022-12-29 19:49,1514,1514,349.41
1515,1845,2023-04-23 01:15,1515,1515,377.99
1516,1246,2020-02-10 10:25,1516,1516,319.29
1517,936,2023-03-22 23:40,1517,1517,880
1518,1982,2020-09-24 20:26,1518,1518,518.52
1519,1345,2020-11-23 18:16,1519,1519,323.96
1520,7,2020-03-01 02:55,1520,1520,725.29
1521,1264,2020-07-21 16:37,1521,1521,811.7
1522,1784,2022-12-14 18:25,1522,1522,925.07
1523,725,2021-09-17 09:17,1523,1523,219.22
1524,537,2020-08-03 11:56,1524,1524,772.02
1525,1121,2023-06-06 08:49,1525,1525,685.25
1526,1576,2020-03-02 17:49,1526,1526,735.93
1527,973,2022-06-09 04:49,1527,1527,438.98
1528,568,2020-09-07 16:24,1528,1528,842.11
1529,1429,2020-09-05 14:42,1529,1529,426.03
1530,678,2020-02-12 19:36,1530,1530,716.56
1531,1357,2020-07-07 06:41,1531,1531,819.81
1532,1184,2023-05-10 03:58,1532,1532,76.59
1533,226,2023-01-13 15:21,1533,1533,263.8
1534,1574,2022-08-09 22:46,1534,1534,566.96
1535,1778,2020-05-18 20:09,1535,1535,605.58
1536,801,2023-08-18 09:29,1536,1536,88.42
1537,536,2021-02-01 18:11,1537,1537,811.46
1538,165,2022-10-05 04:24,1538,1538,783.89
1539,871,2020-09-15 11:51,1539,1539,749.48
1540,794,2023-03-04 14:28,1540,1540,467.95
1541,1828,2020-11-08 00:40,1541,1541,152.69
1542,1462,2020-10-11 06:09,1542,1542,607.3
1543,1271,2021-01-27 15:55,1543,1543,870.12
1544,136,2021-01-17 16:55,1544,1544,851.59
1545,1467,2023-04-20 16:31,1545,1545,645.82
1546,942,2020-04-11 21:14,1546,1546,278.32
1547,1629,2020-11-07 11:03,1547,1547,621.43
1548,1805,2023-09-03 18:19,1548,1548,261.93
1549,1984,2021-05-18 09:58,1549,1549,693.29
1550,1261,2022-02-10 01:40,1550,1550,775.44
1551,1678,2020-07-02 08:45,1551,1551,441.8
1552,194,2021-05-18 19:45,1552,1552,432.75
1553,224,2023-09-19 21:15,1553,1553,723.67
1554,82,2022-11-16 06:57,1554,1554,757.03
1555,285,2023-05-16 11:13,1555,1555,601.78
1556,1351,2023-08-02 13:15,1556,1556,577.24
1557,1154,2022-08-27 12:17,1557,1557,188.2
1558,983,2023-06-04 08:01,1558,1558,698.26
1559,1830,2022-12-21 19:25,1559,1559,928.16
1560,214,2020-08-27 17:13,1560,1560,823.17
1561,1797,2022-04-13 07:31,1561,1561,183.03
1562,281,2021-04-04 14:13,1562,1562,791.83
1563,1619,2020-07-12 00:05,1563,1563,329.61
1564,198,2020-09-10 08:15,1564,1564,242.38
1565,1376,2023-09-17 20:11,1565,1565,53.32
1566,454,2023-02-17 05:31,1566,1566,247.61
1567,483,2023-09-26 07:14,1567,1567,25.15
1568,1760,2023-01-12 12:40,1568,1568,279.19
1569,407,2020-10-26 12:17,1569,1569,109.52
1570,785,2021-08-15 22:56,1570,1570,937.57
1571,1326,2021-04-08 03:18,1571,1571,130.57
1572,1502,2021-08-28 01:35,1572,1572,706.61
1573,639,2022-11-24 11:20,1573,1573,194.25
1574,332,2022-06-16 19:51,1574,1574,903.78
1575,1151,2021-12-15 22:06,1575,1575,788.85
1576,206,2021-07-26 13:58,1576,1576,896.93
1577,1683,2021-05-20 16:50,1577,1577,755.24
1578,1361,2021-11-08 18:19,1578,1578,293.11
1579,1415,2021-03-08 08:21,1579,1579,674.04
1580,68,2020-01-04 09:10,1580,1580,645.98
1581,1730,2021-03-06 13:37,1581,1581,898.86
1582,1780,2022-10-03 18:13,1582,1582,851.04
1583,321,2020-12-29 12:43,1583,1583,739.17
1584,674,2022-01-31 07:37,1584,1584,233.52
1585,1982,2021-02-04 05:44,1585,1585,309.98
1586,39,2020-10-10 23:06,1586,1586,641.61
1587,1184,2020-01-18 01:11,1587,1587,983.5
1588,1409,2021-05-27 08:10,1588,1588,119.58
1589,1137,2020-12-31 13:32,1589,1589,996.48
1590,1433,2020-12-21 02:06,1590,1590,104.33
1591,1945,2020-02-29 09:51,1591,1591,416.39
1592,499,2023-04-20 12:43,1592,1592,441.43
1593,1796,2020-07-14 16:01,1593,1593,25.48
1594,363,2020-07-22 02:05,1594,1594,830.3
1595,1229,2023-09-13 23:07,1595,1595,891.33
1596,1884,2020-02-25 23:58,1596,1596,48.25
1597,1754,2020-08-18 22:33,1597,1597,801.1
1598,135,2022-12-29 01:39,1598,1598,17.87
1599,1419,2021-03-27 08:30,1599,1599,472.27
1600,1524,2020-03-07 16:03,1600,1600,377.45
1601,772,2022-07-07 23:21,1601,1601,127.76
1602,260,2020-10-12 17:20,1602,1602,974.47
1603,1330,2021-12-09 19:40,1603,1603,750.42
1604,1925,2021-03-07 04:28,1604,1604,31.92
1605,719,2021-01-11 02:01,1605,1605,544.89
1606,1868,2023-03-13 10:53,1606,1606,812.16
1607,1071,2022-03-01 21:55,1607,1607,475.49
1608,1109,2021-09-16 23:32,1608,1608,240.85
1609,470,2022-01-19 00:16,1609,1609,297.88
1610,1471,2020-03-20 18:52,1610,1610,174.22
1611,400,2021-10-21 00:21,1611,1611,210.19
1612,1034,2021-05-23 10:36,1612,1612,540.48
1613,595,2020-11-08 19:11,1613,1613,78.53
1614,395,2022-02-10 09:55,1614,1614,849.45
1615,1844,2022-07-18 02:02,1615,1615,820.95
1616,539,2022-11-23 19:24,1616,1616,989.13
1617,863,2022-01-03 08:08,1617,1617,550.8
1618,517,2023-02-18 23:09,1618,1618,334.21
1619,953,2021-07-01 02:03,1619,1619,417.61
1620,1457,2022-02-04 22:31,1620,1620,811.66
1621,918,2023-03-22 08:52,1621,1621,578.56
1622,1518,2022-09-18 06:38,1622,1622,418.01
1623,1690,2020-08-31 07:46,1623,1623,843.06
1624,106,2023-06-05 00:03,1624,1624,59.24
1625,1394,2023-02-02 09:49,1625,1625,584.15
1626,1068,2022-12-20 14:35,1626,1626,803.87
1627,1405,2020-01-03 15:17,1627,1627,253.33
1628,1428,2022-07-25 16:57,1628,1628,548.18
1629,83,2023-05-28 15:28,1629,1629,99.34
1630,1861,2021-01-14 01:15,1630,1630,108.99
1631,1541,2020-09-05 18:55,1631,1631,280.38
1632,1851,2023-08-14 17:04,1632,1632,451.43
1633,1861,2022-10-15 09:10,1633,1633,192.47
1634,186,2022-04-12 00:03,1634,1634,230.91
1635,1361,2020-12-03 11:37,1635,1635,894.29
1636,1434,2021-03-30 01:05,1636,1636,27.03
1637,1333,2020-01-01 06:45,1637,1637,255.53
1638,1968,2020-06-09 18:05,1638,1638,864.08
1639,1150,2023-02-24 08:40,1639,1639,610.19
1640,925,2023-01-21 05:42,1640,1640,122.82
1641,284,2021-10-04 21:02,1641,1641,679.44
1642,270,2022-11-01 19:17,1642,1642,470.89
1643,18,2023-02-21 01:17,1643,1643,286.27
1644,939,2020-10-12 10:13,1644,1644,643.01
1645,463,2020-11-03 21:37,1645,1645,591.01
1646,1386,2021-04-28 09:33,1646,1646,254
1647,1380,2020-11-30 22:00,1647,1647,399.21
1648,734,2021-05-22 10:17,1648,1648,434.52
1649,1409,2020-11-21 07:45,1649,1649,850.21
1650,457,2023-07-30 02:34,1650,1650,727.53
1651,1108,2022-07-06 03:28,1651,1651,999.61
1652,1921,2020-11-03 15:58,1652,1652,220.28
1653,857,2022-04-11 15:19,1653,1653,839.42
1654,1806,2020-05-09 05:14,1654,1654,815.01
1655,1951,2021-01-26 16:46,1655,1655,951.89
1656,20,2020-10-28 22:03,1656,1656,422.38
1657,974,2020-04-05 14:51,1657,1657,556.22
1658,1413,2021-06-11 15:21,1658,1658,27.89
1659,1960,2023-07-08 09:59,1659,1659,926.64
1660,177,2020-10-28 14:38,1660,1660,994.73
1661,166,2022-04-03 00:18,1661,1661,341.61
1662,766,2023-09-29 05:35,1662,1662,472.96
1663,1037,2021-08-16 04:58,1663,1663,630.88
1664,1916,2023-01-20 16:11,1664,1664,874.12
1665,226,2020-02-10 18:25,1665,1665,485.69
1666,316,2020-04-30 12:23,1666,1666,854.53
1667,1679,2023-05-19 03:52,1667,1667,739.7
1668,57,2022-01-26 05:04,1668,1668,425.6
1669,851,2022-12-01 14:35,1669,1669,541.47
1670,1333,2022-12-21 22:44,1670,1670,753.6
1671,1575,2021-12-27 08:57,1671,1671,991.36
1672,564,2020-05-29 03:14,1672,1672,533.13
1673,1609,2020-11-06 12:46,1673,1673,696.31
1674,1347,2021-05-12 20:03,1674,1674,382.14
1675,1240,2022-12-05 18:19,1675,1675,588.23
1676,484,2023-01-20 00:34,1676,1676,710.38
1677,492,2023-01-15 01:17,1677,1677,185.07
1678,1504,2020-04-05 09:08,1678,1678,236.72
1679,1835,2022-11-14 12:37,1679,1679,875.06
1680,430,2022-09-01 17:39,1680,1680,949.71
1681,144,2023-05-19 15:30,1681,1681,26.47
1682,625,2022-05-18 17:55,1682,1682,324.37
1683,526,2021-03-16 15:57,1683,1683,287.23
1684,1337,2023-02-18 07:12,1684,1684,515.09
1685,1728,2020-03-12 21:13,1685,1685,205.31
1686,764,2020-01-27 17:38,1686,1686,611.18
1687,1315,2021-10-10 11:38,1687,1687,470.02
1688,1953,2023-07-10 01:23,1688,1688,526.52
1689,1556,2021-10-07 15:19,1689,1689,917.82
1690,1174,2021-04-27 00:02,1690,1690,826.69
1691,1842,2020-12-24 04:09,1691,1691,38.24
1692,1429,2020-05-01 19:34,1692,1692,252.58
1693,155,2022-02-22 17:07,1693,1693,283.11
1694,612,2020-11-12 17:42,1694,1694,539.87
1695,1093,2021-01-30 08:58,1695,1695,118.88
1696,596,2022-07-12 08:01,1696,1696,831.31
