product_id,name,cogs,category_id,seller_id
1027,Network,665.27,32,405
1028,Note,576.95,23,38
1029,Better,786.19,21,270
1030,Event,227.76,12,267
1031,Every,77.49,33,82
1032,Go,421.77,35,207
1033,Often,101.03,15,453
1034,Century,221.22,22,170
1035,Their,367.19,14,487
1036,Could,755.13,34,244
1037,Another,996.66,49,333
1038,Late,18.72,43,178
1039,Military,451.21,42,315
1040,To,919.42,16,491
1041,This,49.48,21,196
1042,Describe,916.77,8,198
1043,Challenge,264.02,47,145
1044,Suggest,34.46,34,421
1045,Strategy,772.79,33,412
1046,Discussion,513.65,32,23
1047,Say,303.47,42,99
1048,Provide,327.11,6,486
1049,Behind,105,50,276
1050,National,537.87,41,34
1051,Choose,218.67,41,397
1052,Probably,221.04,44,218
1053,Letter,837.31,14,276
1054,Away,830.46,48,397
1055,Knowledge,440.89,5,383
1056,Set,689.18,2,236
1057,Protect,719.7,3,45
1058,Office,82.52,12,407
1059,Be,259.39,5,295
1060,Sing,823.4,17,209
1061,Soon,394.15,41,208
1062,Fund,438.69,2,200
1063,Magazine,676.57,35,4
1064,Community,645.01,40,33
1065,Responsibility,758.4,38,24
1066,Fact,703.87,5,184
1067,Throw,928.77,7,149
1068,Green,789.02,20,311
1069,All,95.64,49,475
1070,Alone,443.3,26,421
1071,Southern,664.12,31,81
1072,Activity,538.13,9,383
1073,State,397.08,35,152
1074,Agreement,960.53,10,153
1075,Stage,680.52,47,332
1076,Red,379.4,1,284
1077,Rock,876.02,10,64
1078,Agent,51.36,37,306
1079,Travel,400.14,36,485
1080,Take,94.28,14,384
1081,Several,744.02,47,177
1082,Allow,219.62,42,436
1083,Because,517.43,11,95
1084,Future,228.58,17,100
1085,Community,123.48,43,410
1086,Sometimes,571.62,4,436
1087,Situation,753.53,36,237
1088,System,648.23,5,149
1089,Public,674.97,17,51
1090,Pay,205.44,38,250
1091,Beat,952.02,23,66
1092,Beautiful,674.58,16,52
1093,Rise,292.29,5,461
1094,Customer,201.56,32,231
1095,Medical,335.06,43,157
1096,Support,696.52,10,290
1097,Billion,571.19,21,491
1098,Leg,434.02,1,161
1099,Step,253.71,15,365
1100,Wall,742.42,28,142
1101,Nothing,841.71,9,348
1102,Raise,735.64,31,237
1103,Hot,450.9,50,157
1104,Art,492.1,7,90
1105,Store,649.1,6,431
1106,Professor,287.81,9,457
1107,Smile,543.23,17,376
1108,Point,887.47,5,373
1109,Agree,84.65,2,435
1110,Serve,512.11,2,417
1111,Citizen,586.07,26,394
1112,Head,594.14,3,283
1113,Form,268.01,35,242
1114,Hundred,657.37,10,188
1115,Remember,398.57,50,302
1116,Building,735.89,19,69
1117,Study,470.05,33,47
1118,Who,402.82,33,6
1119,Mother,666.05,40,351
1120,Race,174.19,33,72
1121,Figure,451.76,12,290
1122,Soldier,949.22,43,447
1123,Final,968.06,48,375
1124,Every,488.67,23,21
1125,Collection,226.63,32,119
1126,Bed,72.23,24,120
1127,Offer,52.38,14,266
1128,Tax,908.65,24,199
1129,Choose,474.98,30,452
1130,Plan,55.97,42,166
1131,Relate,112.19,34,325
1132,Part,831.35,48,135
1133,Notice,582.85,37,90
1134,Me,382.89,25,188
1135,Field,591.8,5,265
1136,Military,259.07,15,265
1137,Nearly,411.78,23,250
1138,Whether,794.73,39,4
1139,Special,506.82,9,226
1140,Ball,173.95,5,264
1141,City,647.04,14,77
1142,Continue,195.04,24,309
1143,Thank,720.13,8,339
1144,Source,238.04,22,369
1145,Fight,122.21,44,246
1146,More,484.23,38,83
1147,Pretty,650.79,27,12
1148,Story,251.23,9,294
1149,And,596.42,9,323
1150,Former,517.52,37,76
1151,Hundred,65.35,17,473
1152,Manager,188.24,26,307
1153,Amount,969.55,41,10
1154,Movement,879.72,47,339
1155,Learn,823.09,6,111
1156,Manage,454.71,31,445
1157,Agree,486.85,15,426
1158,Another,416.66,10,407
1159,Place,586.82,50,94
1160,Appear,626.98,33,136
1161,Able,176.04,44,176
1162,Recently,923.13,39,303
1163,Every,78.15,25,198
1164,Various,140.89,2,104
1165,Else,527.48,33,351
1166,Huge,425.6,10,311
1167,Hair,105.34,31,462
1168,Provide,618.6,3,450
1169,Growth,786.03,33,386
1170,Behavior,126.34,31,338
1171,High,139.03,39,277
1172,Shake,829.25,50,348
1173,Name,652.74,34,216
1174,Face,376.67,3,358
1175,Next,534.52,15,481
1176,Citizen,804.28,50,196
1177,Interview,357.01,48,465
1178,Huge,763.92,45,295
1179,Order,106.74,9,131
1180,Can,482.37,15,466
1181,Eat,860.46,19,307
1182,Itself,878,27,132
1183,Church,197.13,46,381
1184,Subject,791.53,37,268
1185,Exist,126.65,1,193
1186,Much,658,45,412
1187,Drive,322.74,24,55
1188,Fund,163.23,42,300
1189,Hope,261.1,35,217
1190,Recently,569.02,40,142
1191,Appear,991.88,26,387
1192,History,211.66,36,402
1193,Force,561.99,12,190
1194,Term,563.5,31,130
1195,Conference,988.62,37,177
1196,Still,776.45,26,377
1197,Part,146.69,43,61
1198,How,750.34,29,401
1199,Show,702.32,11,52
1200,Analysis,222.31,26,403
1201,Old,345.05,36,315
1202,Send,700.09,46,27
1203,Among,169.13,41,3
1204,Process,806.33,10,242
1205,Many,926.6,28,46
1206,Argue,73.44,15,190
1207,Investment,89.24,3,371
1208,Despite,390.48,26,315
1209,Effect,659.61,19,365
1210,Item,963.89,4,485
1211,Play,775.87,12,328
1212,Total,499.42,1,104
1213,Positive,852.06,34,147
1214,Open,202.8,39,262
1215,Magazine,520.66,15,315
1216,Prepare,177.79,3,185
1217,Hear,246.86,1,500
1218,Stop,165.87,18,400
1219,Adult,405.44,43,203
1220,Sport,411.4,13,266
1221,Probably,25.21,46,36
1222,Start,919.99,36,146
1223,Provide,728.88,36,469
1224,Wrong,587.1,23,494
1225,Total,817.36,15,311
1226,Window,963.43,30,477
1227,Never,409.92,1,134
1228,Crime,183.28,33,55
1229,Car,563.04,33,151
1230,Attention,346.57,8,412
1231,Ask,518.15,17,449
1232,Executive,542.52,37,129
1233,Suffer,697.25,25,289
1234,Anyone,488.79,16,388
1235,Without,346.26,50,235
1236,Can,684.78,38,442
1237,Tree,37.08,8,133
1238,Including,76.88,41,404
1239,Entire,994.26,44,360
1240,They,237.63,21,212
1241,Newspaper,955.89,34,275
1242,Capital,19.63,17,128
1243,Voice,294.42,26,345
1244,Only,751.3,22,39
1245,Whole,559.01,12,244
1246,Newspaper,320.73,14,458
1247,Single,577.98,12,485
1248,Accept,748.69,13,256
1249,Every,739.74,16,377
1250,Process,249.64,17,106
1251,Significant,236.92,16,429
1252,Evening,622.41,10,399
1253,Tough,115.62,6,347
1254,Quickly,956.22,32,315
1255,Cost,16.56,35,491
1256,Officer,51.84,31,191
1257,Matter,624.46,32,460
1258,Moment,985.51,37,445
1259,Up,281.99,12,392
1260,Word,916.85,18,204
1261,Energy,229.87,37,66
1262,Name,63.61,28,245
1263,Daughter,940.26,3,258
1264,Human,353.82,44,398
1265,Serious,183.05,8,358
1266,South,523.02,21,353
1267,Cup,18.33,44,108
1268,Newspaper,385.63,7,167
1269,Raise,367.99,17,96
1270,Attack,553.08,16,138
1271,Instead,476.63,40,176
1272,Executive,372.26,32,218
1273,Eight,218.43,45,386
1274,Clear,378.59,26,144
1275,Report,456.22,37,68
1276,Attorney,979.48,44,118
1277,Chance,816.05,47,139
1278,Same,806.05,36,222
1279,Instead,857.75,13,75
1280,Present,802.04,48,77
1281,Resource,478.26,1,91
1282,Find,427.31,9,458
1283,She,850.9,34,274
1284,Conference,723.35,32,154
1285,Nearly,258.46,37,25
1286,Owner,404.42,45,84
1287,Quite,69.44,17,244
1288,Relationship,840.58,7,231
1289,Reflect,747.15,17,185
1290,Side,366.7,36,478
1291,Food,811.92,23,11
1292,Involve,417.64,23,445
1293,Finish,682.79,39,102
1294,Cold,581.09,42,333
1295,Against,543.05,50,146
1296,Eight,361.56,44,262
1297,Until,492.62,48,229
1298,Kind,890.74,25,315
1299,Something,293.66,41,490
1300,Series,153.4,11,328
1301,Case,809.64,22,216
1302,Home,634.96,37,208
1303,Seven,850.41,5,41
1304,Share,170.38,15,161
1305,Through,323.71,19,364
1306,Newspaper,274.8,42,203
1307,Lawyer,278.54,29,400
1308,Difficult,864.18,24,383
1309,Body,591.05,29,212
1310,Force,175.64,2,65
1311,Star,730.49,43,129
1312,Enter,941.03,45,384
1313,Beautiful,89.26,11,204
1314,Maintain,111.98,5,480
1315,Tv,879.9,36,28
1316,Amount,36.1,26,269
1317,Term,767.35,6,54
1318,In,269.83,10,44
1319,Film,658.28,25,159
1320,Young,237.06,48,146
1321,Program,448.73,9,68
1322,In,531.47,11,15
1323,Close,44.8,23,441
1324,Hear,916.12,31,240
1325,Young,975.23,35,479
1326,Social,279.69,29,70
1327,Hour,969.85,45,277
1328,Sometimes,185.27,39,234
1329,Fill,634.74,41,450
1330,Trial,568.34,34,328
1331,Tv,643.13,20,466
1332,And,353.7,35,117
1333,Culture,806.66,29,158
1334,Interesting,372.13,17,80
1335,Story,310.54,1,268
1336,Drop,817.23,9,177
1337,Set,293.89,35,5
1338,Republican,690.89,32,485
1339,Home,757.92,20,5
1340,Grow,768.21,19,306
1341,Of,238.9,1,281
1342,Result,379.91,27,452
1343,Culture,564.95,26,128
1344,Finally,171.64,48,331
1345,Dark,395.83,25,113
1346,Tree,270.35,28,321
1347,Which,247.17,49,410
1348,Shoulder,910.85,45,351
1349,Agency,279.15,42,381
1350,Relate,536.62,18,212
1351,Become,196.12,5,94
1352,Many,145.26,8,327
1353,Huge,460.79,29,140
1354,Foot,703.47,32,97
1355,Its,327.44,10,26
1356,Structure,970.02,2,96
1357,Far,972.61,19,138
1358,Travel,133.79,29,373
1359,Fill,18.12,6,78
1360,Must,24.58,14,176
1361,Parent,426.04,32,191
1362,Teacher,469.05,3,170
1363,Nice,89.42,49,488
1364,Mouth,154.63,18,398
1365,Whom,398.5,35,241
1366,Why,189.79,17,419
1367,Agency,387.76,1,63
1368,Sport,974.85,46,128
1369,Draw,390.95,29,127
1370,Side,740.24,3,102
1371,Boy,466.23,50,49
1372,Home,525.93,14,243
1373,Effort,395.23,20,480
1374,Only,329.83,41,373
1375,Save,51.76,36,267
1376,Month,130.92,31,327
1377,Natural,305.82,24,455
1378,Could,61.57,43,112
1379,Then,973.54,16,325
1380,Fact,439.82,1,86
1381,Glass,796.45,38,62
1382,Share,401.85,16,5
1383,Center,969.15,38,402
1384,Make,693.84,45,306
1385,Poor,163.44,50,46
1386,Theory,256.24,32,47
1387,Same,689.09,22,477
1388,Assume,969.96,49,321
1389,Report,69.45,23,331
1390,Rise,162.38,35,406
1391,Grow,116.32,32,120
1392,Always,323.57,36,404
1393,Figure,648.2,23,413
1394,Right,892.88,47,99
1395,Purpose,31.14,25,184
1396,Art,727.16,17,461
1397,Tonight,49.09,46,225
1398,Film,563.43,35,357
1399,Edge,495.19,37,96
1400,Democratic,548.18,21,375
1401,Whom,473.71,39,469
1402,Direction,861.96,11,36
1403,Detail,535.83,29,152
1404,Southern,821.22,35,188
1405,Than,459.54,50,327
1406,Hear,510.9,47,95
1407,Daughter,884.1,40,439
1408,Them,370.43,40,123
1409,Never,327.49,5,338
1410,Even,967.49,25,98
1411,People,528.83,32,393
1412,Forward,555.95,40,145
1413,Use,329.37,42,165
1414,Section,119.36,34,338
1415,Can,76.01,9,92
1416,Indicate,874.76,13,55
1417,Should,490.52,7,17
1418,Doctor,575.3,25,337
1419,Surface,495.01,40,360
1420,Chance,594.4,4,188
1421,Sure,228.52,46,37
1422,Blue,22.96,14,336
1423,Believe,496.49,6,240
1424,Between,803.01,4,185
1425,Seek,562.44,27,421
1426,Plan,375.38,46,30
1427,Look,825.41,18,271
1428,Never,50.25,5,428
1429,Man,310.87,14,492
1430,Set,524.29,7,372
1431,Unit,238.71,25,98
1432,Store,201.19,43,128
1433,Candidate,574.33,12,286
1434,Off,751.7,27,383
1435,Anything,114.46,41,296
1436,Policy,364.38,30,360
1437,Decide,668.59,7,86
1438,Effect,794.54,36,206
1439,Personal,509.65,43,81
1440,Benefit,538.56,39,227
1441,Program,934.18,21,282
1442,Respond,991.55,21,433
1443,Decade,378,49,325
1444,Mind,436.28,47,166
1445,Direction,612.33,37,280
1446,Center,221.79,50,282
1447,Interview,926.89,17,185
1448,Quickly,962.04,29,492
1449,Future,403.12,47,18
1450,Draw,983.13,39,9
1451,Among,522.43,20,4
1452,Us,307.33,15,110
1453,Investment,857.16,2,396
1454,Top,823.72,45,422
1455,Already,283.2,36,262
1456,Several,560.76,37,80
1457,Ball,103.34,30,183
1458,Because,164.55,17,188
1459,Why,890.73,16,120
1460,Social,263.68,20,48
1461,Population,574.78,37,470
1462,Sort,225.26,5,371
1463,Mouth,331.45,31,89
1464,Model,493.39,45,360
1465,Son,580.47,7,305
1466,Generation,645.83,3,375
1467,Improve,810.26,25,41
1468,Beyond,782.32,50,172
1469,Main,354.45,28,214
1470,Month,930.94,8,446
1471,Toward,772.69,48,335
1472,Investment,850.98,1,325
1473,Start,779.64,25,28
1474,Old,311.74,3,164
1475,Service,544.53,10,168
1476,Treat,507.38,15,79
1477,Network,60.01,47,202
1478,Wait,971.33,49,305
1479,Across,579.5,6,114
1480,Action,437.62,26,76
1481,Which,140.87,6,244
1482,Crime,575.73,4,281
1483,Detail,405.2,6,205
1484,Tend,506.8,50,358
1485,Agreement,139.07,9,247
1486,Talk,563.7,32,203
1487,All,655.73,13,288
1488,Peace,619.84,48,269
1489,Both,253.78,5,137
1490,Good,779,21,351
1491,Start,924.9,6,58
1492,Join,675.03,28,188
1493,Brother,354.82,21,177
1494,Often,597.94,2,395
1495,Care,311.77,23,316
1496,Third,823.37,29,320
1497,Picture,154.36,3,474
1498,Need,819.99,13,351
1499,Window,380.08,49,373
1500,Add,854.24,8,379
1501,Election,63.99,40,475
1502,Rise,156.2,19,8
1503,Huge,349.84,8,157
1504,Goal,455.56,2,170
1505,Marriage,216.92,35,109
1506,Public,211.76,34,385
1507,Scientist,266.07,31,319
1508,Modern,732.62,10,356
1509,Everything,701.77,2,193
1510,Shoulder,587.17,43,270
1511,Federal,53.05,11,31
1512,Test,291.17,45,317
1513,Pick,278.57,30,336
1514,Call,945.72,5,199
1515,Share,663.77,43,437
1516,Whatever,913.74,24,443
1517,Just,116.81,19,445
1518,Whom,884.57,25,119
1519,About,979.99,33,364
1520,Us,108.61,21,249
1521,Pressure,868.11,35,46
1522,Response,194.55,33,495
1523,Different,463.41,46,12
1524,Including,49.35,34,157
1525,Hold,340.23,26,382
1526,Poor,165.44,23,351
1527,Structure,358.39,41,155
1528,Half,243.84,33,142
1529,Center,813.77,41,132
1530,Various,879.89,2,484
1531,Article,559.39,18,116
1532,Ball,160.19,26,337
1533,Foreign,145.89,47,196
1534,Pm,525.51,44,314
1535,Avoid,873.97,44,117
1536,System,423.16,37,79
1537,Candidate,432.2,20,466
1538,Truth,609.32,29,278
1539,Never,140.45,42,71
1540,Purpose,585.22,44,410
1541,Sport,210.29,9,159
1542,Paper,691.65,34,466
1543,Few,143.9,50,75
1544,Boy,659.67,37,470
1545,Notice,166.47,5,286
1546,Final,537.63,47,61
1547,Draw,192.29,10,373
1548,During,39.19,21,451
1549,Industry,973.17,27,156
1550,Next,448.57,41,478
1551,Me,740.96,10,399
1552,Gun,196.05,9,95
1553,This,35.94,40,316
1554,Agreement,274.19,37,314
1555,Peace,238.6,15,119
1556,Chair,690.5,23,41
1557,Something,691.26,31,69
1558,Involve,507.3,39,241
1559,Day,714.9,24,95
1560,Conference,853.61,32,243
1561,Teacher,146.14,13,116
1562,Several,41.91,49,497
1563,Coach,24.86,18,487
1564,Year,418.91,48,344
1565,Dinner,988.36,49,105
1566,Policy,75.47,29,444
1567,Play,620.89,45,167
1568,Mouth,868.11,16,219
1569,Choose,410.82,3,312
1570,Back,737.98,25,369
1571,Education,319.77,40,481
1572,Live,745.04,39,275
1573,Face,529.98,46,403
1574,Government,48.13,7,232
1575,Green,462.33,3,450
1576,Kid,995.88,34,276
1577,Ball,401.66,48,21
1578,Best,562.12,34,392
1579,Especially,634.34,4,98
1580,World,298.27,26,453
1581,Although,311.51,19,237
1582,Safe,174.82,19,314
1583,Skill,919.84,45,265
1584,Tough,904.64,30,425
1585,Side,649.64,6,370
1586,Financial,505.65,12,399
1587,Case,589.59,45,280
1588,Nature,143.95,27,166
1589,North,456.38,12,233
1590,Involve,594.41,46,459
1591,Yeah,209.91,30,47
1592,Small,257.58,45,333
1593,And,908.09,11,368
1594,Themselves,735.93,6,59
1595,Hit,709.16,41,186
1596,Professor,94.45,46,197
1597,Against,729.61,33,314
1598,Star,950.26,25,282
1599,Structure,386.8,50,88
1600,Green,913.13,37,447
1601,Economy,662.94,10,84
1602,Mind,870.13,12,394
1603,Would,714.93,27,158
1604,Indicate,316.42,50,493
1605,Later,451.8,41,93
1606,Learn,126.38,9,492
1607,Street,210.82,40,392
1608,Six,260.58,30,255
1609,Any,856.86,35,414
1610,Natural,15.69,32,122
1611,Rule,224.71,43,244
1612,Big,459.2,29,41
1613,But,605.2,1,126
1614,Skin,883.35,18,318
1615,Career,632.35,14,26
1616,Last,192.99,4,335
1617,Statement,355.53,10,438
1618,Throughout,42.11,37,430
1619,Affect,607.25,22,472
1620,Wrong,96.83,7,214
1621,And,993.8,11,345
1622,Yet,291.54,43,355
1623,Data,702.85,37,404
1624,Two,566.56,30,384
1625,Around,583.18,3,48
1626,Nature,770.83,21,189
1627,Value,898.55,5,389
1628,Democrat,433.05,36,34
1629,Herself,299.9,9,63
1630,In,697.67,18,169
1631,Information,531.78,34,108
1632,Usually,698.87,40,30
1633,Political,118.21,47,323
1634,Behavior,533.66,6,248
1635,Television,726.83,39,479
1636,Try,790.3,46,148
1637,Source,432.78,21,133
1638,Agreement,530.14,40,182
1639,Imagine,927.83,40,289
1640,Class,501.43,47,324
1641,Reveal,502.76,12,453
1642,Lose,613.31,46,149
1643,Baby,979.47,1,61
1644,Full,33.75,41,408
1645,Yard,126.75,14,410
1646,Skill,619.15,27,212
1647,Difference,55.04,23,287
1648,Black,807.98,14,6
1649,Continue,644.21,45,145
1650,Special,261.87,5,158
1651,Discover,307.28,36,166
1652,Environmental,769.36,8,352
1653,Water,339.95,26,371
1654,Grow,573.23,2,427
1655,Heart,183.87,22,427
1656,Area,344.56,44,246
1657,Television,917,3,331
1658,Law,144.4,10,322
1659,Mr,466.01,35,459
1660,Oil,341.76,27,476
1661,Cover,745.16,34,154
1662,Least,569.29,44,162
1663,Owner,559.63,2,107
1664,Boy,581.62,22,410
1665,Mention,917.02,23,34
1666,Produce,969.92,18,431
1667,Throw,40.86,25,321
1668,Memory,538.93,11,293
1669,Language,609.63,12,305
1670,Source,125.68,49,158
1671,Option,708.21,21,364
1672,Quickly,41.31,27,45
1673,Weight,502.08,16,191
1674,Character,457.39,20,111
1675,Pretty,529.85,12,58
1676,Develop,380.47,3,399
1677,Network,210.08,6,228
1678,Theory,510.93,31,464
1679,Everything,505.05,13,175
1680,Fill,924.4,47,448
1681,So,528.39,50,168
1682,Amount,151.86,7,421
1683,Business,982.45,34,347
1684,Effort,992.79,14,371
1685,Fly,46.19,25,366
1686,War,866.16,8,3
1687,Once,317.87,3,352
1688,Accept,849.64,6,171
1689,Student,472.21,3,53
1690,News,525.37,43,382
1691,Line,319.36,37,389
1692,State,319.02,14,165
1693,Daughter,208.55,19,142
1694,Guess,536.95,50,226
1695,Fire,674.41,18,77
1696,Economy,165.92,8,8
1697,Me,958.72,36,264
1698,Travel,111.35,35,180
1699,Region,553.87,18,73
1700,While,943.85,19,294
1701,Oil,252.38,5,160
1702,Since,617.13,22,277
1703,Wall,449.21,9,15
1704,Newspaper,476.03,44,26
1705,Century,114.87,4,45
1706,Involve,432.2,12,361
1707,Any,600.16,38,323
1708,Difference,837.81,45,229
1709,East,620.15,20,171
1710,Quite,819.27,46,389
1711,House,674.16,35,41
1712,Possible,973.95,49,392
1713,Shake,471.04,9,48
1714,Capital,814.72,45,240
1715,Argue,106.29,20,351
1716,Blue,647.97,50,239
1717,Region,475.84,15,74
1718,Hospital,862.49,40,133
1719,Live,913.73,26,94
1720,Rock,702.62,43,170
1721,Rule,790.89,21,233
1722,Affect,492.63,5,244
1723,Police,121.76,31,237
1724,Term,847.31,19,394
1725,Anyone,355.13,37,66
1726,Movement,512.87,26,419
1727,Home,717.13,7,167
1728,Other,560.59,5,406
1729,Partner,309.1,30,206
1730,Second,594.63,16,318
1731,Attention,251.25,11,499
1732,Suggest,487.55,5,175
1733,Figure,216.16,45,303
1734,Feeling,436.84,28,291
1735,Painting,789.45,35,356
1736,Court,243.79,43,343
1737,Worry,87.12,46,294
1738,Admit,838.38,8,304
1739,Send,600.11,21,285
1740,Local,106.68,29,91
1741,Especially,314.96,26,36
1742,Pass,602.28,44,417
1743,Surface,600.44,25,168
1744,Company,499.35,43,32
1745,Interesting,99.63,9,455
1746,Something,584.96,49,326
1747,Piece,811.74,49,76
1748,Seat,664.27,29,273
1749,Page,298.59,40,296
1750,Price,452.69,14,349
1751,Yes,878.65,20,292
1752,Process,796.4,44,156
1753,Kitchen,919.32,28,368
1754,Speak,982.75,23,46
1755,Probably,586.9,40,262
1756,Page,410.16,9,437
1757,System,301.24,24,462
1758,How,553.4,4,1
1759,TRUE,706.32,23,57
1760,Statement,862.64,2,121
1761,Realize,437.4,38,202
1762,Fine,628.96,46,196
1763,Then,411.97,28,280
1764,Old,219.1,12,244
1765,Quality,147.68,36,197
1766,Point,844.89,24,431
1767,Song,423.06,19,447
1768,Plan,673.37,9,6
1769,Skill,81.03,2,74
1770,Show,724.13,32,337
1771,Require,442.37,9,44
1772,Resource,145.85,27,441
1773,Sort,461.47,45,310
1774,Too,931.01,40,93
1775,Loss,459.85,28,283
1776,Behind,821.87,25,182
1777,Visit,233.48,28,310
1778,Nearly,17.36,32,434
1779,Find,733.6,46,257
1780,Check,276.56,35,296
1781,North,373.3,3,291
1782,Step,488.44,24,58
1783,History,584.47,45,41
1784,Particularly,150.67,47,270
1785,If,983.74,49,399
1786,Public,286.63,34,41
1787,Outside,528.12,40,46
1788,Energy,252.78,41,380
1789,Choice,667.1,43,40
1790,Give,687.23,35,409
1791,Other,583.83,40,28
1792,Board,904.55,35,399
1793,Financial,20.68,30,263
1794,Against,906.99,37,376
1795,Sport,338.2,23,492
1796,Month,977.98,19,149
1797,Very,175.83,45,473
1798,Force,601.66,20,373
1799,Over,787.17,17,32
1800,Present,633.01,38,87
1801,Structure,577.13,43,150
1802,Tough,810.81,40,14
1803,Day,293.95,6,65
1804,Continue,510.54,18,130
1805,Voice,141.21,18,141
1806,Customer,859.28,1,380
1807,Box,120.43,12,466
1808,Crime,595.85,10,338
1809,Those,452.19,12,134
1810,Statement,784.7,16,249
1811,Surface,189,34,442
1812,Ten,42.76,6,496
1813,Dog,153.62,10,429
1814,Financial,500.99,27,395
1815,Statement,389.34,43,226
1816,Chance,728.74,11,108
1817,Stand,581.98,23,28
1818,Law,645.84,49,420
1819,International,124.83,11,238
1820,Organization,404.76,20,244
1821,Opportunity,748.69,49,473
1822,Writer,537.2,25,350
1823,Around,708.55,31,135
1824,Involve,153.7,28,7
1825,Prevent,295.9,29,196
1826,Scene,681.71,34,350
1827,Agency,956.31,7,470
1828,Open,535.98,23,490
1829,Material,845.8,40,471
1830,Clear,655.55,18,172
1831,Information,277.62,7,131
1832,Push,657.8,26,237
1833,Buy,775.42,48,124
1834,Lot,736.97,38,395
1835,South,202.98,22,347
1836,Key,693.38,12,161
1837,Wait,552.14,44,5
1838,Allow,833.37,1,211
1839,Quality,106.72,7,351
1840,Letter,451.48,15,372
1841,Contain,290.46,13,18
1842,So,33.46,6,30
1843,Direction,939.12,43,458
1844,For,837.1,39,327
1845,Or,130.57,8,45
1846,Yes,857.88,9,193
1847,Shake,659.83,42,290
1848,Drive,805.17,12,459
1849,Nature,119.74,12,130
1850,Policy,301.62,43,480
1851,Discussion,84.96,30,473
1852,Gas,995.29,50,219
1853,Religious,695.3,43,395
1854,Recognize,772.42,17,83
1855,Play,782.92,18,398
1856,Whatever,71.76,25,171
1857,High,996,17,490
1858,Rate,814.67,12,226
1859,Either,78.7,13,313
1860,Way,398.71,42,252
1861,Nature,117.35,35,394
1862,Certainly,436.94,40,330
1863,Really,115.19,29,367
1864,Watch,266.41,3,38
1865,Option,79.71,47,129
1866,Sometimes,779.46,2,460
1867,Adult,502.72,42,328
1868,Think,10.86,3,341
1869,Tell,396.58,10,359
1870,Feel,336.53,26,295
1871,Their,13.67,46,482
1872,About,773.28,31,224
1873,Watch,409.87,47,400
1874,Guy,814.15,5,277
1875,Involve,233.59,25,489
1876,Very,692.37,50,247
1877,Record,129.99,35,479
1878,Buy,991.69,22,350
1879,Change,309.8,4,324
1880,Week,997.05,42,47
1881,Run,371.7,22,42
1882,Others,842.77,49,393
1883,Poor,297.06,13,91
1884,Leader,558.93,25,339
1885,Growth,199.09,45,200
1886,All,897.5,41,353
1887,Often,365.67,6,454
1888,Summer,636.46,48,98
1889,Time,148.54,13,13
1890,Step,722.54,38,123
1891,Choice,494.34,5,406
1892,Into,545.15,20,256
1893,Performance,538.6,29,495
1894,Source,995.88,3,174
1895,Her,65.49,47,22
1896,Off,411.45,14,414
1897,Require,657.31,34,235
1898,Choice,940.69,35,77
1899,Leader,743.64,15,474
1900,Recent,81.31,48,73
1901,Exactly,494.01,2,242
1902,Better,908.11,40,24
1903,Step,250.26,42,67
1904,Oil,24.22,41,26
1905,Idea,905.62,7,234
1906,Page,615.11,38,33
1907,Human,819.62,7,59
1908,Guy,502.17,40,113
1909,Investment,72.48,13,219
1910,Professor,343.97,48,348
1911,Baby,407.99,8,500
1912,Wind,687.25,35,71
1913,Themselves,328.37,14,392
1914,Direction,55.13,12,172
1915,Administration,72.59,18,73
1916,Or,759.97,11,357
1917,Meet,376.23,11,225
1918,Table,251.21,38,21
1919,Last,142.04,41,314
1920,Billion,382.37,11,9
1921,Remember,880.83,6,4
1922,Then,17.15,6,362
1923,Rich,655.24,19,214
1924,Us,696.57,50,244
1925,Child,695.43,14,74
1926,Space,643.43,34,231
1927,Customer,417.91,12,313
1928,Surface,694.76,39,93
1929,Newspaper,720.03,40,487
1930,Former,97.14,20,179
1931,Owner,424.6,36,121
1932,Great,199.98,34,49
1933,Wind,622.73,49,277
1934,Social,512.47,30,395
1935,Camera,630.2,14,142
1936,Enter,62.54,8,408
1937,Threat,157.73,31,255
1938,Dark,184.56,43,473
1939,Standard,52.68,42,187
1940,Example,292.21,28,129
1941,Inside,340.95,49,233
1942,Number,52.88,48,27
1943,Church,925.61,12,81
1944,Effect,787.64,32,264
1945,People,124.9,16,370
1946,Style,450.37,38,167
1947,Spring,424.88,48,347
1948,Foreign,899.39,15,399
1949,To,119.03,15,51
1950,Mr,244.75,27,446
1951,Expert,207.96,15,38
1952,Produce,476.28,32,28
1953,Way,891.58,10,111
1954,Amount,928.61,30,92
1955,Top,393.46,9,235
1956,All,722.62,41,184
1957,There,975.8,13,172
1958,Community,135.94,45,292
1959,Mean,69.06,9,57
1960,Soldier,853.13,30,215
1961,Door,179.49,22,113
1962,Ability,887.54,39,81
1963,According,791.65,41,488
1964,Region,615.41,11,296
1965,Together,970.43,15,45
1966,My,417.58,34,251
1967,Leader,863.58,14,303
1968,Plan,478.75,30,143
1969,Include,24.36,28,377
1970,Whatever,873.87,16,168
1971,Value,439.91,15,457
1972,Improve,928.2,10,468
1973,At,577.96,1,214
1974,Around,980.38,3,241
1975,But,736.14,33,18
1976,These,431.44,26,246
1977,Source,811.62,45,421
1978,Impact,107.02,32,124
1979,Most,92.26,49,7
1980,Defense,696.23,27,487
1981,Bad,225.83,23,152
1982,Beat,246.67,6,9
1983,Relate,484.99,20,83
