inventory_id,product_id,stock,last_updated
784,1005,952,2023-06-04 20:04
785,1719,917,2023-08-31 10:55
786,278,372,2023-03-22 19:44
787,3202,196,2023-06-26 23:43
788,542,50,2023-01-17 23:33
789,2066,398,2023-04-06 23:27
790,4077,474,2023-07-23 23:02
791,2651,460,2023-03-10 04:29
792,2679,763,2023-08-05 20:36
793,2579,981,2023-04-05 18:40
794,61,890,2023-03-26 03:17
795,2053,425,2023-02-17 10:28
796,3989,896,2023-06-21 07:50
797,1214,43,2023-03-13 21:24
798,1967,525,2023-09-11 02:57
799,2277,929,2023-04-14 17:22
800,1479,427,2023-01-20 01:51
801,76,646,2023-07-04 06:53
802,2810,819,2023-07-10 07:52
803,2763,2,2023-02-23 09:49
804,3956,790,2023-09-14 13:21
805,1653,216,2023-03-17 22:11
806,2724,696,2023-09-16 14:07
807,2241,543,2023-07-20 17:40
808,4332,604,2023-04-11 22:34
809,3564,788,2023-01-21 03:46
810,3727,987,2023-05-29 11:12
811,4414,773,2023-08-22 20:20
812,365,291,2023-06-20 19:21
813,147,417,2023-02-02 13:29
814,3888,849,2023-08-02 07:18
815,3798,936,2023-04-29 01:08
816,2582,854,2023-04-25 06:21
817,3681,271,2023-06-03 12:51
818,318,836,2023-04-28 07:18
819,4748,260,2023-07-22 19:35
820,2174,4,2023-09-29 00:50
821,1878,41,2023-04-24 23:14
822,3681,244,2023-07-23 23:12
823,19,440,2023-01-25 14:32
824,624,821,2023-05-21 11:26
825,4385,833,2023-08-02 00:32
826,134,513,2023-06-06 17:11
827,4918,679,2023-01-27 07:20
828,4069,594,2023-04-20 00:27
829,4376,677,2023-05-28 15:33
830,950,875,2023-05-01 11:51
831,3187,574,2023-06-18 16:16
832,1452,558,2023-04-13 22:08
833,117,701,2023-08-08 05:32
834,653,336,2023-05-06 20:51
835,3932,21,2023-02-20 14:59
836,1064,953,2023-05-13 19:16
837,1385,673,2023-05-30 08:26
838,2107,425,2023-03-24 07:19
839,3494,208,2023-03-25 17:24
840,2961,99,2023-05-28 09:43
841,2536,555,2023-02-05 20:40
842,625,159,2023-03-04 02:10
843,28,976,2023-05-03 10:53
844,541,797,2023-05-19 02:39
845,1467,116,2023-08-20 07:06
846,2766,124,2023-09-14 14:37
847,4380,476,2023-09-19 19:39
848,1001,492,2023-05-23 20:31
849,683,364,2023-02-17 13:04
850,2894,180,2023-07-18 07:46
851,1551,558,2023-05-09 05:59
852,150,932,2023-02-14 08:31
853,520,166,2023-03-16 08:17
854,2803,164,2023-09-25 00:12
855,4382,198,2023-09-03 03:12
856,2879,30,2023-06-24 17:10
857,3189,811,2023-08-10 22:44
858,849,826,2023-09-20 05:46
859,3297,217,2023-03-27 22:06
860,1558,635,2023-09-05 22:06
861,4804,765,2023-02-04 05:41
862,1858,854,2023-09-11 23:05
863,4567,789,2023-08-23 00:20
864,3173,329,2023-07-08 07:46
865,1632,921,2023-01-22 21:49
866,299,463,2023-04-07 22:50
867,31,584,2023-07-01 09:27
868,141,680,2023-07-10 19:52
869,2775,425,2023-01-04 20:38
870,2582,882,2023-08-26 15:07
871,699,137,2023-02-19 17:28
872,4872,533,2023-03-01 03:12
873,4857,139,2023-08-31 09:35
874,4050,566,2023-06-24 11:51
875,982,639,2023-01-17 20:11
876,2598,251,2023-06-09 12:05
877,4400,841,2023-08-06 21:13
878,2404,39,2023-02-24 11:01
879,450,961,2023-06-03 14:55
880,1122,712,2023-05-13 16:55
881,3110,156,2023-05-24 05:16
882,2785,870,2023-07-30 11:46
883,610,998,2023-09-29 13:47
884,2981,76,2023-09-13 12:17
885,2527,756,2023-06-03 19:21
886,3334,23,2023-01-14 19:59
887,2336,335,2023-04-05 19:23
888,763,890,2023-03-12 08:52
889,4301,617,2023-02-21 05:05
890,2970,116,2023-02-18 15:27
891,2165,786,2023-06-20 21:42
892,2608,909,2023-03-05 12:13
893,1497,590,2023-04-19 05:27
894,4770,819,2023-02-10 01:56
895,1897,50,2023-05-22 11:21
896,2552,861,2023-02-10 06:11
897,4497,957,2023-06-02 04:10
898,4525,673,2023-06-02 18:36
899,823,916,2023-07-26 16:07
900,334,319,2023-08-04 11:34
901,762,673,2023-06-20 17:14
902,2205,758,2023-01-27 07:34
903,1122,70,2023-02-18 07:11
904,4820,4,2023-02-24 15:53
905,3908,43,2023-08-29 20:31
906,2959,415,2023-02-24 09:19
907,2166,162,2023-05-07 04:20
908,672,342,2023-03-28 00:16
909,1517,664,2023-02-23 05:50
910,138,481,2023-04-22 18:55
911,1038,173,2023-09-18 23:08
912,1955,417,2023-01-03 05:02
913,4285,896,2023-05-20 12:39
914,4725,813,2023-04-07 20:28
915,4036,560,2023-05-02 18:46
916,487,440,2023-04-19 23:21
917,3183,197,2023-09-28 17:18
918,2398,352,2023-03-11 05:34
919,3314,997,2023-07-30 00:04
920,4738,294,2023-05-18 00:50
921,2041,631,2023-03-05 17:11
922,3443,261,2023-09-12 06:46
923,12,117,2023-07-27 17:13
924,4840,195,2023-05-10 00:58
925,1051,590,2023-04-05 08:23
926,4754,122,2023-05-08 15:31
927,1086,728,2023-01-21 02:58
928,1892,255,2023-01-24 12:08
929,592,700,2023-07-22 14:34
930,1090,988,2023-04-22 02:35
931,2266,982,2023-02-27 09:29
932,4707,2,2023-04-18 06:07
933,908,849,2023-01-08 20:50
934,3387,109,2023-06-24 23:53
935,1691,457,2023-03-15 10:25
936,1205,741,2023-03-05 03:42
937,3021,332,2023-07-30 18:03
938,3103,675,2023-09-23 00:01
939,2254,454,2023-04-14 10:52
940,1196,211,2023-07-19 20:35
941,2894,192,2023-05-05 09:00
942,4014,500,2023-05-21 02:34
943,3584,50,2023-05-10 02:30
944,26,443,2023-08-26 10:37
945,1300,62,2023-01-31 06:35
946,3759,536,2023-05-29 09:57
947,1670,423,2023-02-26 10:40
948,2353,144,2023-05-26 00:00
949,2289,181,2023-08-07 10:25
950,113,484,2023-09-29 16:23
951,535,600,2023-08-21 22:42
952,2850,310,2023-04-25 11:24
953,3682,205,2023-05-22 19:52
954,3907,986,2023-07-19 07:54
955,2209,164,2023-09-03 19:04
956,1807,448,2023-03-10 03:38
957,141,799,2023-05-01 03:59
958,3981,393,2023-04-23 23:02
959,4520,521,2023-03-16 17:21
960,900,274,2023-07-09 08:01
961,4277,260,2023-02-20 22:20
962,2227,882,2023-09-22 22:56
963,2542,764,2023-07-26 18:47
964,167,64,2023-02-24 13:12
965,1977,920,2023-05-25 04:56
966,2066,829,2023-05-06 15:44
967,4555,876,2023-09-29 19:49
968,1499,642,2023-09-12 03:43
969,4329,3,2023-03-18 17:51
970,161,335,2023-08-03 06:45
971,4653,349,2023-01-01 21:00
972,3941,198,2023-04-06 07:02
973,889,750,2023-06-06 05:43
974,3481,257,2023-05-20 22:06
975,4803,204,2023-07-25 12:37
976,4929,578,2023-07-02 11:40
977,788,389,2023-08-30 23:29
978,1608,911,2023-05-06 15:06
979,2661,46,2023-06-22 02:15
980,2924,482,2023-05-04 19:09
981,4363,341,2023-09-10 18:40
982,1865,441,2023-01-09 22:27
983,625,105,2023-03-12 03:34
984,1895,420,2023-01-23 22:27
985,1680,478,2023-07-31 18:34
986,4383,756,2023-02-07 19:55
987,841,697,2023-08-14 18:34
988,1112,226,2023-04-20 18:54
989,1790,379,2023-02-19 19:58
990,300,262,2023-01-06 05:26
991,4813,418,2023-03-03 10:14
992,2298,658,2023-08-19 04:02
993,1713,95,2023-06-24 01:11
994,1940,626,2023-03-02 08:06
995,767,824,2023-05-09 13:43
996,4902,549,2023-05-04 05:33
997,362,487,2023-05-22 16:11
998,4433,171,2023-01-04 23:32
999,4011,836,2023-04-21 04:09
1000,3374,908,2023-06-19 07:40
1001,820,90,2023-09-15 08:04
1002,4775,234,2023-05-23 20:00
1003,1,437,2023-06-28 07:31
1004,2924,771,2023-08-20 18:26
1005,4558,712,2023-03-26 18:30
1006,221,756,2023-02-19 05:39
1007,4684,21,2023-05-21 17:05
1008,1578,176,2023-03-22 23:57
1009,1919,755,2023-01-24 00:24
1010,1470,200,2023-04-18 01:44
1011,1620,135,2023-06-01 23:45
1012,3776,62,2023-08-19 01:32
1013,1849,633,2023-03-10 09:09
1014,258,120,2023-04-15 19:31
1015,3004,642,2023-06-03 05:39
1016,3538,157,2023-02-02 17:27
1017,1304,485,2023-07-13 23:43
1018,63,175,2023-07-11 02:13
1019,288,545,2023-03-31 23:51
1020,3444,111,2023-02-13 21:27
1021,1291,216,2023-02-07 16:29
1022,1260,425,2023-02-25 20:19
1023,3561,234,2023-03-27 16:13
1024,2181,730,2023-09-24 09:24
1025,4547,905,2023-09-29 01:02
1026,4848,920,2023-06-18 11:05
1027,3712,161,2023-09-30 05:32
1028,4648,220,2023-08-18 09:56
1029,3481,176,2023-08-16 06:59
1030,2288,323,2023-05-14 00:26
1031,4967,219,2023-01-11 20:28
1032,1608,415,2023-06-01 11:54
1033,3077,791,2023-08-27 05:41
1034,746,895,2023-03-01 17:19
1035,1039,922,2023-01-28 04:44
1036,1883,754,2023-10-01 07:44
1037,928,573,2023-09-03 19:16
1038,3233,931,2023-03-11 12:05
1039,433,530,2023-04-03 19:17
1040,4416,896,2023-04-29 13:25
1041,1036,246,2023-01-26 23:53
1042,4165,878,2023-02-07 20:05
1043,1979,551,2023-02-12 17:26
1044,2779,537,2023-02-17 16:23
1045,2128,267,2023-06-20 03:35
1046,4497,139,2023-04-02 16:47
1047,361,437,2023-09-09 18:20
1048,1682,143,2023-04-23 17:16
1049,733,530,2023-03-17 03:53
1050,3624,73,2023-08-05 05:06
1051,4479,82,2023-06-14 20:17
1052,3776,168,2023-05-22 00:58
1053,2767,30,2023-01-17 05:19
1054,95,798,2023-01-14 00:30
1055,199,883,2023-01-16 08:59
1056,686,330,2023-03-26 07:27
1057,4800,83,2023-02-12 07:06
1058,1560,492,2023-02-20 07:24
1059,3597,802,2023-07-10 20:42
1060,469,806,2023-01-14 08:08
1061,1227,361,2023-06-10 12:54
1062,3106,688,2023-02-28 12:27
1063,4129,661,2023-05-29 15:02
1064,2394,267,2023-03-23 22:58
1065,697,558,2023-03-17 08:59
1066,4919,684,2023-09-02 11:57
1067,2353,502,2023-09-25 05:57
1068,628,154,2023-03-31 00:00
1069,2368,513,2023-01-22 15:57
1070,2574,388,2023-08-29 22:52
1071,331,519,2023-08-11 06:02
1072,3829,26,2023-01-23 04:38
1073,4909,50,2023-01-02 04:01
1074,2141,907,2023-05-06 07:49
1075,3096,353,2023-06-24 17:53
1076,727,370,2023-09-22 02:51
1077,2254,542,2023-03-18 16:54
1078,3320,386,2023-03-04 07:41
1079,1932,422,2023-03-18 23:52
1080,2208,523,2023-04-27 10:35
1081,2635,378,2023-01-26 11:09
1082,3000,317,2023-03-29 13:20
1083,4726,384,2023-01-22 03:45
1084,4527,731,2023-01-21 23:59
1085,3849,54,2023-07-28 09:28
1086,1704,246,2023-07-30 17:13
1087,4933,876,2023-08-24 06:59
1088,2909,805,2023-01-09 06:35
1089,4308,189,2023-03-06 17:52
1090,529,62,2023-05-18 13:50
1091,385,950,2023-03-04 20:15
1092,3209,258,2023-09-28 00:51
1093,1018,911,2023-09-28 03:40
1094,41,267,2023-05-13 00:54
1095,1454,560,2023-08-31 14:05
1096,4084,901,2023-05-08 23:02
1097,4225,198,2023-07-13 03:19
1098,1538,541,2023-02-02 22:25
1099,3275,274,2023-05-05 04:44
1100,1269,689,2023-02-03 10:25
1101,1160,713,2023-07-24 22:35
1102,2418,743,2023-03-29 00:51
1103,4274,585,2023-06-07 12:50
1104,3340,304,2023-03-23 11:45
1105,170,248,2023-08-03 06:59
1106,1070,377,2023-09-28 22:04
1107,3530,219,2023-02-23 22:27
1108,2537,983,2023-05-09 03:03
1109,674,473,2023-01-21 10:12
1110,3197,298,2023-07-19 02:49
1111,1284,363,2023-07-11 00:48
1112,2381,887,2023-01-22 02:08
1113,1529,412,2023-04-28 09:05
1114,3024,348,2023-04-06 13:37
1115,2408,196,2023-01-12 16:56
1116,694,481,2023-07-13 16:48
1117,2521,421,2023-05-24 13:08
1118,2381,525,2023-09-29 20:51
1119,4139,938,2023-01-12 09:22
1120,1851,748,2023-02-25 21:12
1121,3018,247,2023-09-14 18:22
1122,4250,182,2023-05-22 18:33
1123,2717,742,2023-03-10 08:56
1124,3815,624,2023-02-01 23:09
1125,2785,38,2023-05-29 16:33
1126,472,873,2023-05-30 11:56
1127,1957,209,2023-04-21 13:28
1128,1712,993,2023-07-01 20:01
1129,1592,848,2023-09-27 09:26
1130,2112,601,2023-06-11 21:22
1131,1001,404,2023-04-24 19:00
1132,1159,825,2023-02-22 15:08
1133,738,96,2023-08-21 04:08
1134,4311,477,2023-03-05 16:27
1135,4460,49,2023-04-12 04:12
1136,1976,607,2023-02-16 06:08
1137,1622,504,2023-04-21 14:51
1138,1104,414,2023-06-15 23:10
1139,1850,40,2023-07-28 21:21
1140,285,740,2023-02-09 06:09
1141,688,940,2023-09-16 19:52
1142,4069,776,2023-06-17 17:31
1143,3190,97,2023-08-25 10:48
1144,4102,878,2023-07-28 23:57
1145,4527,737,2023-09-26 23:49
1146,69,10,2023-04-05 16:07
1147,1710,840,2023-01-14 12:00
1148,241,600,2023-02-24 02:18
1149,2741,797,2023-08-01 16:01
1150,918,562,2023-03-07 11:24
1151,4893,536,2023-01-07 01:24
1152,2003,704,2023-07-13 21:44
1153,2735,483,2023-09-12 09:18
1154,2162,746,2023-05-26 00:40
1155,4884,122,2023-08-01 07:26
1156,26,903,2023-04-20 18:26
1157,3210,376,2023-06-27 23:54
1158,1098,907,2023-01-30 19:00
1159,625,318,2023-02-06 18:40
1160,1010,891,2023-09-27 20:20
1161,4711,293,2023-02-25 15:09
1162,4418,299,2023-04-26 22:01
1163,1896,406,2023-09-29 09:25
1164,3911,351,2023-01-14 21:02
1165,4806,142,2023-07-28 06:54
1166,1596,174,2023-03-22 07:41
1167,1767,621,2023-09-16 08:53
1168,1212,75,2023-05-03 07:49
1169,3697,281,2023-06-21 04:26
1170,2767,428,2023-02-09 19:32
1171,756,261,2023-01-19 09:13
1172,2409,133,2023-09-24 16:28
1173,4392,417,2023-01-22 21:12
1174,3006,645,2023-01-11 13:52
1175,2765,243,2023-09-10 22:58
1176,3240,438,2023-08-11 00:57
1177,380,531,2023-02-19 11:46
1178,955,764,2023-03-07 10:40
1179,3495,799,2023-01-10 13:22
1180,346,966,2023-04-09 16:16
1181,454,532,2023-04-15 08:04
1182,2960,399,2023-07-23 05:12
1183,4977,90,2023-01-14 02:01
1184,3165,157,2023-08-22 11:24
1185,596,328,2023-04-19 16:44
1186,819,975,2023-03-31 06:14
1187,1791,260,2023-06-24 09:58
1188,2915,53,2023-08-09 09:39
1189,4171,563,2023-04-04 00:00
1190,3574,585,2023-02-25 17:44
1191,3977,641,2023-09-06 01:48
1192,3478,781,2023-03-15 19:29
1193,1728,537,2023-05-16 19:13
1194,2379,767,2023-01-21 02:57
1195,949,247,2023-06-05 07:37
1196,4543,5,2023-09-28 18:57
1197,3666,798,2023-04-10 21:37
1198,2807,305,2023-05-02 04:32
1199,3907,883,2023-09-28 02:29
1200,1119,417,2023-01-24 22:09
1201,1737,239,2023-07-11 12:40
1202,1017,54,2023-02-22 03:55
1203,3036,462,2023-01-10 03:42
1204,4962,841,2023-01-25 11:42
1205,4157,377,2023-02-03 05:48
1206,2371,292,2023-04-04 15:18
1207,130,731,2023-08-20 12:26
1208,2091,596,2023-03-26 16:48
1209,3301,774,2023-08-04 03:56
1210,4692,827,2023-07-12 11:56
1211,2429,850,2023-08-22 13:33
1212,735,910,2023-09-25 10:23
1213,2422,148,2023-07-07 21:06
1214,4746,393,2023-05-08 08:28
1215,1204,338,2023-02-22 20:51
1216,2412,21,2023-09-14 00:18
1217,2537,583,2023-04-10 17:20
1218,1435,911,2023-04-08 03:53
1219,888,189,2023-04-25 11:22
1220,2412,799,2023-03-14 19:20
1221,3522,413,2023-01-29 08:42
1222,3341,637,2023-01-12 16:50
1223,4571,484,2023-03-21 23:11
1224,3261,655,2023-03-02 07:55
1225,3746,782,2023-08-02 19:18
1226,251,657,2023-08-15 02:41
1227,1425,767,2023-04-21 12:44
1228,2536,575,2023-04-27 04:30
1229,4260,621,2023-04-23 17:52
1230,2669,686,2023-07-05 17:06
1231,1999,920,2023-09-24 08:21
1232,1135,673,2023-01-09 11:16
1233,2333,847,2023-01-02 10:31
1234,2824,983,2023-07-28 21:46
1235,966,145,2023-08-11 13:07
1236,2797,30,2023-03-17 08:04
1237,3328,604,2023-07-03 23:38
1238,4461,692,2023-03-17 01:08
1239,3557,676,2023-05-17 19:09
1240,766,802,2023-07-15 15:40
1241,4694,387,2023-06-26 02:09
1242,3334,645,2023-02-07 17:32
1243,1775,15,2023-09-04 00:18
1244,3490,100,2023-03-16 17:35
1245,1559,826,2023-09-28 15:55
1246,2570,585,2023-06-22 03:14
1247,985,257,2023-04-09 01:33
1248,2188,408,2023-03-18 12:25
1249,1972,601,2023-06-09 18:45
1250,4170,278,2023-01-21 18:11
1251,242,852,2023-03-26 03:43
1252,3920,770,2023-04-25 02:13
1253,9,6,2023-09-21 02:55
1254,3558,614,2023-07-20 09:09
1255,3190,64,2023-01-29 02:01
1256,957,853,2023-07-18 18:50
1257,4128,206,2023-02-08 10:24
1258,666,684,2023-04-09 09:10
1259,2744,843,2023-01-14 13:21
1260,393,968,2023-02-03 13:35
1261,3074,540,2023-01-29 18:05
1262,2288,82,2023-05-31 11:56
1263,4969,74,2023-06-14 12:21
1264,446,464,2023-07-28 12:36
1265,1452,883,2023-09-25 03:45
1266,1605,892,2023-08-15 14:29
1267,3369,642,2023-03-15 06:01
1268,413,747,2023-07-08 12:01
1269,1807,652,2023-05-24 17:41
1270,2213,17,2023-09-11 22:31
1271,3610,453,2023-05-25 20:17
1272,3201,166,2023-01-30 06:44
1273,3679,906,2023-03-13 00:18
1274,3304,781,2023-07-30 03:14
1275,1066,610,2023-03-12 07:08
1276,2823,19,2023-02-17 16:17
1277,4032,742,2023-08-31 13:37
1278,3150,945,2023-01-25 01:05
1279,1319,578,2023-02-04 09:09
1280,2159,23,2023-07-23 22:51
1281,4293,690,2023-10-01 02:14
1282,2153,68,2023-04-10 05:45
1283,1626,207,2023-08-21 17:51
1284,1902,91,2023-03-09 15:20
1285,2574,366,2023-03-29 05:03
1286,1660,353,2023-07-25 16:07
1287,891,478,2023-02-10 01:11
1288,3804,10,2023-04-15 15:36
1289,1346,694,2023-02-22 08:03
1290,644,617,2023-03-25 16:35
1291,4,388,2023-02-27 07:04
1292,1793,768,2023-08-05 23:43
1293,1950,844,2023-09-20 14:06
1294,2604,135,2023-08-28 06:43
1295,4062,559,2023-06-26 06:16
1296,3081,124,2023-04-08 04:39
1297,1788,458,2023-02-08 22:12
1298,4467,303,2023-06-07 16:57
1299,2168,606,2023-01-26 21:12
1300,1382,885,2023-06-15 15:48
1301,392,144,2023-07-22 13:08
1302,2409,522,2023-01-23 13:24
1303,775,441,2023-05-22 08:11
1304,2333,54,2023-05-02 17:44
1305,3701,209,2023-05-09 11:42
1306,833,407,2023-08-29 05:41
1307,4377,110,2023-03-14 14:35
1308,3795,758,2023-09-13 06:33
1309,4206,174,2023-04-06 15:53
1310,616,14,2023-03-24 02:30
1311,756,899,2023-09-09 21:01
1312,4826,549,2023-04-04 04:11
1313,839,643,2023-04-10 08:01
1314,2139,531,2023-08-03 15:17
1315,1406,586,2023-06-24 21:35
1316,4025,803,2023-08-13 02:11
1317,1916,776,2023-08-07 14:19
1318,1898,895,2023-05-05 16:17
1319,942,868,2023-09-21 14:21
1320,1452,556,2023-06-13 18:35
1321,3346,29,2023-06-23 23:05
1322,1876,586,2023-08-19 18:52
1323,188,504,2023-08-08 16:55
1324,3300,697,2023-03-02 06:17
1325,3716,489,2023-02-01 10:33
1326,3299,881,2023-09-12 05:21
1327,1933,921,2023-07-27 05:12
1328,4246,798,2023-03-17 21:52
1329,127,373,2023-01-02 02:39
1330,3082,553,2023-03-15 17:54
1331,692,674,2023-03-29 07:34
1332,1479,229,2023-06-28 03:52
1333,2687,690,2023-03-23 08:22
1334,707,402,2023-07-07 21:58
1335,122,795,2023-06-21 03:23
1336,4417,458,2023-02-23 13:36
1337,2171,414,2023-03-18 07:51
1338,597,535,2023-03-31 05:51
1339,596,584,2023-03-13 23:47
1340,2682,581,2023-07-23 13:22
1341,3742,773,2023-01-21 04:30
1342,4568,604,2023-10-01 04:54
1343,2200,240,2023-08-09 15:15
1344,4989,554,2023-05-28 20:58
1345,4479,888,2023-01-09 03:10
1346,1298,129,2023-01-20 03:20
1347,2711,817,2023-01-18 05:36
1348,4958,708,2023-04-28 13:19
1349,4443,443,2023-05-09 03:38
1350,4157,992,2023-05-30 16:30
1351,1065,305,2023-06-22 04:49
1352,4995,524,2023-02-03 16:33
1353,689,290,2023-06-27 07:08
1354,3702,641,2023-09-17 17:55
1355,3751,985,2023-01-19 14:38
1356,3616,93,2023-07-02 22:03
1357,1467,240,2023-07-25 00:30
1358,3667,399,2023-09-02 06:54
1359,1606,552,2023-04-06 05:04
1360,215,956,2023-08-20 11:53
1361,2252,389,2023-02-09 13:27
1362,521,736,2023-08-25 21:56
1363,4055,625,2023-09-30 01:31
1364,4035,393,2023-03-18 02:12
1365,4708,937,2023-08-12 22:27
1366,4144,509,2023-03-20 08:18
1367,1061,327,2023-09-22 12:43
1368,4726,200,2023-09-10 00:18
1369,313,809,2023-09-30 13:32
1370,2608,697,2023-09-26 09:38
1371,6,408,2023-04-06 19:45
1372,1946,377,2023-01-27 06:16
1373,2207,904,2023-01-16 12:49
1374,2953,773,2023-07-19 07:54
1375,3121,745,2023-06-19 22:55
1376,3741,582,2023-01-20 11:54
1377,251,689,2023-03-05 15:41
1378,1376,286,2023-04-01 15:48
1379,2807,872,2023-07-11 16:44
1380,2199,257,2023-04-04 11:13
1381,4290,402,2023-08-24 23:57
1382,4863,403,2023-04-11 17:29
1383,1150,361,2023-05-31 02:04
1384,1522,653,2023-05-07 04:47
1385,1091,699,2023-09-30 05:26
1386,4720,867,2023-05-18 03:53
1387,3207,850,2023-04-24 10:22
1388,1594,559,2023-02-22 09:46
1389,2787,414,2023-03-26 03:57
1390,2136,81,2023-06-17 11:20
1391,1529,545,2023-06-22 08:07
1392,3960,182,2023-06-25 14:30
1393,3188,171,2023-03-29 00:30
1394,3307,968,2023-04-24 16:36
1395,1821,351,2023-09-29 09:38
1396,4981,800,2023-07-09 22:00
1397,838,228,2023-09-16 11:26
1398,871,573,2023-07-20 22:02
1399,3025,374,2023-01-14 13:07
1400,4012,531,2023-05-15 14:28
1401,3165,972,2023-06-16 07:27
1402,129,624,2023-06-14 10:55
1403,3996,791,2023-05-28 07:33
1404,2144,229,2023-01-04 00:19
1405,1591,313,2023-03-03 14:58
1406,4197,844,2023-02-08 14:56
1407,928,935,2023-09-04 21:13
1408,4908,495,2023-03-26 13:46
1409,385,203,2023-09-25 20:26
1410,2733,595,2023-05-01 22:34
1411,2205,812,2023-01-20 21:23
1412,705,858,2023-07-06 10:42
1413,1722,403,2023-06-07 09:30
1414,723,333,2023-05-31 01:28
1415,3717,110,2023-06-17 23:27
1416,2686,207,2023-02-24 04:54
1417,1775,746,2023-03-30 08:44
1418,3000,634,2023-04-20 18:53
1419,3437,487,2023-09-26 00:33
1420,798,243,2023-08-07 02:22
1421,3665,871,2023-06-12 04:20
1422,376,16,2023-05-17 13:52
1423,1227,713,2023-02-25 14:55
1424,2323,973,2023-02-14 04:49
1425,289,794,2023-07-01 22:27
1426,1453,467,2023-07-16 00:23
1427,4336,970,2023-03-04 11:58
1428,4848,536,2023-08-31 00:26
1429,4600,61,2023-03-09 12:09
1430,3916,6,2023-05-20 17:44
1431,2958,132,2023-05-01 21:22
1432,4213,539,2023-06-28 17:13
1433,3295,166,2023-03-12 18:36
1434,2711,570,2023-08-08 02:25
1435,3409,59,2023-06-16 08:39
1436,4781,518,2023-08-01 18:24
1437,3685,551,2023-08-15 11:19
1438,2290,305,2023-03-27 15:51
1439,1133,504,2023-06-22 21:43
1440,4180,345,2023-05-24 11:25
1441,4435,647,2023-06-23 08:06
1442,4820,432,2023-07-06 22:47
1443,2600,806,2023-05-28 07:36
1444,1457,514,2023-03-07 05:13
1445,2495,980,2023-03-02 18:12
1446,680,831,2023-08-08 13:59
1447,2723,26,2023-03-11 15:34
1448,52,903,2023-01-21 11:20
1449,352,159,2023-06-07 22:22
1450,3052,654,2023-04-28 09:00
1451,4804,662,2023-04-29 12:24
1452,596,981,2023-05-02 19:26
1453,1075,658,2023-03-01 00:24
1454,2671,889,2023-06-12 07:46
1455,568,213,2023-01-03 05:08
1456,2655,348,2023-09-04 13:29
1457,277,534,2023-04-15 16:51
1458,3488,568,2023-04-04 09:42
1459,823,290,2023-06-05 05:11
1460,2330,871,2023-09-24 06:47
1461,4300,631,2023-07-16 22:42
1462,3161,600,2023-09-09 02:12
1463,1181,511,2023-04-24 17:16
1464,3466,459,2023-08-14 23:01
1465,2398,658,2023-07-31 05:13
1466,1227,764,2023-01-04 18:12
1467,1063,375,2023-09-21 01:25
1468,1374,941,2023-07-08 19:48
1469,2359,214,2023-02-05 20:16
1470,4308,223,2023-03-30 00:27
1471,4452,827,2023-02-24 16:01
1472,1096,194,2023-02-02 11:33
1473,1035,204,2023-03-15 06:57
1474,59,641,2023-06-06 23:23
1475,759,60,2023-07-13 19:31
1476,67,906,2023-02-16 13:51
1477,4257,250,2023-08-01 16:39
1478,2150,501,2023-03-23 19:17
1479,1671,734,2023-08-26 08:03
1480,2827,24,2023-09-30 01:56
1481,1353,785,2023-08-30 06:12
1482,3310,531,2023-02-14 19:47
1483,3736,181,2023-04-03 10:25
1484,2868,491,2023-08-26 10:24
1485,2629,266,2023-07-05 05:01
1486,4605,642,2023-05-17 23:36
1487,3964,138,2023-07-14 07:53
1488,1268,883,2023-01-17 18:24
1489,2666,145,2023-02-16 19:30
1490,4186,836,2023-08-21 15:37
1491,3133,921,2023-05-04 20:20
1492,838,401,2023-01-28 04:30
1493,4501,889,2023-04-04 10:14
1494,3601,983,2023-03-03 01:31
1495,3841,179,2023-02-02 19:34
1496,3746,703,2023-04-21 23:38
1497,1625,453,2023-04-22 13:42
1498,4625,671,2023-04-06 04:18
1499,240,333,2023-04-04 23:08
1500,1414,158,2023-04-20 13:41
1501,3375,902,2023-03-29 10:59
1502,826,750,2023-08-07 11:46
1503,2679,673,2023-02-08 09:28
1504,2484,241,2023-03-15 05:09
1505,1938,918,2023-03-27 06:58
1506,2664,668,2023-07-06 23:52
1507,2004,808,2023-04-15 04:22
1508,2624,569,2023-06-07 18:41
1509,2186,427,2023-03-04 12:56
1510,4007,742,2023-08-26 09:02
1511,4040,224,2023-03-24 21:11
1512,3221,296,2023-05-07 18:33
1513,161,584,2023-06-20 07:15
1514,2139,886,2023-05-10 12:20
1515,4732,830,2023-09-13 07:44
1516,955,184,2023-08-17 15:28
1517,4945,844,2023-08-13 15:15
1518,23,191,2023-03-31 13:22
1519,3606,71,2023-03-24 13:29
1520,455,339,2023-05-07 00:12
1521,4882,479,2023-09-27 10:18
1522,4078,736,2023-02-27 17:46
1523,1756,502,2023-06-17 20:42
1524,1133,593,2023-09-23 14:05
1525,1991,133,2023-03-18 22:30
1526,231,831,2023-02-20 15:32
1527,1104,812,2023-07-06 02:22
1528,3254,746,2023-01-28 06:04
1529,4490,192,2023-03-30 01:52
1530,309,904,2023-01-23 22:55
1531,2174,779,2023-09-08 14:01
1532,4970,830,2023-08-27 11:58
1533,4249,515,2023-09-17 05:12
1534,4661,448,2023-06-28 14:44
1535,1726,709,2023-07-10 04:49
1536,4214,365,2023-04-05 17:00
1537,1940,652,2023-10-01 08:32
1538,3231,946,2023-02-01 18:38
